iter	Passed	Remaining
654	5508	36542
655	5518	36540
656	5528	36545
657	5538	36544
658	5547	36541
659	5557	36544
660	5566	36537
661	5575	36537
662	5585	36538
663	5596	36548
664	5607	36557
665	5618	36563
666	5631	36581
667	5642	36590
668	5653	36600
669	5667	36628
670	5680	36650
671	5691	36655
672	5704	36679
673	5717	36697
674	5729	36708
675	5737	36701
676	5747	36699
677	5756	36697
678	5765	36688
679	5775	36689
680	5785	36691
681	5798	36711
682	5811	36732
683	5821	36735
684	5831	36737
685	5843	36745
686	5853	36748
687	5864	36753
688	5873	36751
689	5882	36747
690	5892	36744
691	5902	36744
692	5913	36753
693	5923	36753
694	5932	36749
695	5945	36763
696	5956	36775
697	5964	36760
698	5974	36761
699	5982	36752
700	5991	36745
701	5999	36733
702	6010	36735
703	6019	36732
704	6027	36720
705	6036	36716
706	6044	36700
707	6054	36700
708	6062	36692
709	6072	36694
710	6080	36677
711	6088	36667
712	6096	36655
713	6103	36641
714	6112	36630
715	6119	36615
716	6126	36599
717	6135	36591
718	6144	36585
719	6153	36580
720	6163	36581
721	6173	36581
722	6183	36580
723	6193	36581
724	6203	36580
725	6213	36581
726	6224	36583
727	6233	36581
728	6241	36567
729	6249	36554
730	6256	36537
731	6265	36529
732	6272	36514
733	6280	36500
734	6287	36484
735	6294	36466
736	6302	36455
737	6309	36440
738	6317	36426
739	6325	36413
740	6334	36410
741	6342	36397
742	6353	36400
743	6366	36420
744	6374	36404
745	6381	36391
746	6389	36375
747	6395	36357
748	6403	36343
749	6411	36330
750	6418	36316
751	6426	36304
752	6434	36290
753	6442	36277
754	6449	36264
755	6457	36251
756	6465	36238
757	6472	36224
758	6480	36211
759	6488	36200
760	6497	36191
761	6504	36178
762	6512	36165
763	6520	36154
764	6528	36141
765	6535	36123
766	6543	36111
767	6551	36101
768	6558	36084
769	6566	36072
770	6573	36058
771	6581	36044
772	6588	36030
773	6597	36020
774	6605	36009
775	6613	35997
776	6620	35982
777	6628	35970
778	6636	35959
779	6644	35946
780	6652	35937
781	6660	35925
782	6667	35909
783	6675	35895
784	6683	35886
785	6690	35869
786	6698	35857
787	6706	35846
788	6713	35832
789	6721	35817
790	6728	35803
791	6736	35789
792	6743	35777
793	6751	35762
794	6759	35750
795	6766	35736
796	6774	35726
797	6782	35713
798	6790	35701
799	6797	35686
800	6804	35673
801	6812	35658
802	6819	35644
803	6827	35633
804	6835	35619
805	6842	35607
806	6851	35598
807	6859	35589
808	6867	35574
809	6874	35562
810	6882	35551
811	6891	35545
812	6900	35539
813	6909	35530
814	6917	35522
815	6925	35510
816	6933	35498
817	6941	35489
818	6948	35472
819	6956	35459
820	6963	35447
821	6971	35434
822	6979	35421
823	6986	35407
824	6993	35393
825	7001	35379
826	7008	35366
827	7017	35356
828	7025	35345
829	7032	35330
830	7039	35314
831	7047	35304
832	7054	35291
833	7063	35281
834	7070	35268
835	7077	35254
836	7085	35239
837	7092	35225
838	7100	35213
839	7107	35199
840	7129	35259
841	7137	35246
842	7144	35232
843	7152	35221
844	7160	35211
845	7168	35198
846	7177	35190
847	7184	35176
848	7193	35169
849	7200	35156
850	7209	35149
851	7218	35143
852	7226	35131
853	7234	35122
854	7242	35113
855	7252	35111
856	7260	35100
857	7270	35097
858	7277	35084
859	7288	35084
860	7296	35074
861	7306	35075
862	7315	35068
863	7325	35067
864	7335	35067
865	7344	35060
866	7355	35062
867	7364	35056
868	7374	35054
869	7384	35057
870	7393	35046
871	7402	35044
872	7411	35037
873	7421	35036
874	7429	35024
875	7439	35024
876	7449	35020
877	7460	35024
878	7473	35036
879	7482	35033
880	7495	35044
881	7507	35053
882	7518	35056
883	7534	35080
884	7554	35124
885	7561	35112
886	7570	35105
887	7579	35099
888	7588	35091
889	7596	35080
890	7604	35067
891	7612	35058
892	7621	35051
893	7630	35044
894	7637	35029
895	7644	35014
896	7652	35002
897	7660	34992
898	7669	34986
899	7678	34980
900	7686	34969
901	7693	34955
902	7702	34945
903	7709	34930
904	7718	34927
905	7726	34913
906	7734	34905
907	7742	34892
908	7751	34884
909	7758	34870
910	7767	34863
911	7775	34852
912	7784	34845
913	7792	34836
914	7801	34828
915	7808	34816
916	7818	34810
917	7826	34803
918	7836	34798
919	7845	34794
920	7853	34780
921	7862	34775
922	7869	34761
923	7879	34760
924	7887	34749
925	7895	34737
926	7903	34727
927	7911	34717
928	7919	34706
929	7929	34703
930	7939	34699
931	7949	34696
932	7956	34682
933	7965	34674
934	7972	34661
935	7982	34659
936	7990	34647
937	7998	34637
938	8007	34629
939	8014	34617
940	8022	34604
941	8033	34609
942	8042	34598
943	8050	34588
944	8057	34576
945	8065	34565
946	8074	34558
947	8083	34549
948	8090	34537
949	8098	34525
950	8106	34514
951	8113	34500
952	8121	34487
953	8129	34477
954	8136	34463
955	8145	34455
956	8152	34440
957	8160	34430
958	8168	34419
959	8175	34407
960	8184	34397
961	8191	34383
962	8198	34370
963	8206	34358
964	8213	34344
965	8220	34330
966	8228	34316
967	8235	34301
968	8242	34290
969	8250	34279
970	8259	34270
971	8266	34255
972	8274	34246
973	8282	34233
974	8292	34233
975	8302	34229
976	8311	34225
977	8343	34310
978	8359	34333
979	8366	34319
980	8374	34308
981	8381	34294
982	8389	34285
983	8397	34272
984	8405	34263
985	8413	34249
986	8421	34239
987	8433	34244
988	8441	34235
989	8449	34223
990	8457	34212
991	8464	34199
992	8472	34188
993	8480	34176
994	8488	34169
995	8496	34154
996	8504	34147
997	8511	34133
998	8520	34122
999	8527	34110
1000	8535	34097
1001	8545	34095
1002	8569	34148
1003	8582	34159
1004	8595	34168
1005	8607	34173
1006	8614	34159
1007	8623	34151
1008	8631	34139
1009	8639	34128
1010	8646	34115
1011	8655	34109
1012	8663	34097
1013	8672	34091
1014	8679	34077
1015	8687	34066
1016	8695	34054
1017	8703	34044
1018	8711	34033
1019	8721	34029
1020	8728	34015
1021	8736	34006
1022	8743	33991
1023	8752	33983
1024	8759	33969
1025	8766	33956
1026	8774	33943
1027	8781	33931
1028	8790	33922
1029	8798	33910
1030	8804	33896
1031	8812	33882
1032	8820	33871
1033	8827	33859
1034	8836	33852
1035	8844	33842
1036	8852	33830
1037	8859	33817
1038	8869	33812
1039	8876	33800
1040	8884	33789
1041	8892	33776
1042	8900	33767
1043	8908	33756
1044	8916	33747
1045	8925	33740
1046	8935	33736
1047	8944	33729
1048	8954	33726
1049	8965	33728
1050	8975	33724
1051	8986	33724
1052	8995	33719
1053	9005	33713
1054	9016	33714
1055	9024	33704
1056	9035	33703
1057	9043	33696
1058	9054	33694
1059	9065	33695
1060	9074	33687
1061	9084	33686
1062	9093	33680
1063	9103	33674
1064	9113	33672
1065	9121	33662
1066	9132	33664
1067	9142	33661
1068	9152	33655
1069	9162	33652
1070	9170	33643
1071	9181	33641
1072	9190	33637
1073	9202	33639
1074	9213	33640
1075	9223	33635
1076	9234	33635
1077	9244	33631
1078	9252	33623
1079	9263	33621
1080	9271	33612
1081	9280	33605
1082	9287	33592
1083	9296	33583
1084	9304	33573
1085	9314	33569
1086	9321	33557
1087	9330	33548
1088	9338	33539
1089	9347	33529
1090	9354	33516
1091	9362	33506
1092	9369	33492
1093	9377	33480
1094	9384	33465
1095	9392	33457
1096	9400	33444
1097	9410	33442
1098	9418	33432
1099	9428	33429
1100	9435	33415
1101	9445	33409
1102	9452	33395
1103	9463	33397
1104	9474	33395
1105	9484	33392
1106	9496	33395
1107	9507	33397
1108	9518	33395
1109	9528	33393
1110	9539	33393
1111	9551	33394
1112	9565	33404
1113	9577	33408
1114	9589	33412
1115	9600	33412
1116	9619	33438
1117	9633	33449
1118	9643	33447
1119	9651	33436
1120	9669	33460
1121	9681	33461
1122	9720	33560
1123	9730	33553
1124	9739	33546
1125	9746	33533
1126	9754	33523
1127	9761	33508
1128	9771	33504
1129	9778	33490
1130	9787	33481
1131	9794	33467
1132	9803	33461
1133	9812	33453
1134	9820	33440
1135	9827	33428
1136	9837	33422
1137	9845	33411
1138	9855	33409
1139	9863	33397
1140	9872	33388
1141	9879	33376
1142	9888	33369
1143	9896	33357
1144	9905	33350
1145	9912	33337
1146	9921	33327
1147	9929	33316
1148	9938	33310
1149	9945	33295
1150	9954	33287
1151	9962	33277
1152	9971	33269
1153	9979	33260
1154	9988	33253
1155	9997	33245
1156	10008	33243
1157	10018	33240
1158	10027	33231
1159	10036	33223
1160	10043	33210
1161	10053	33206
1162	10061	33194
1163	10071	33189
1164	10078	33177
1165	10087	33168
1166	10094	33154
1167	10103	33147
1168	10111	33135
1169	10120	33128
1170	10127	33116
1171	10137	33110
1172	10144	33096
1173	10152	33086
1174	10160	33075
1175	10169	33069
1176	10178	33060
1177	10188	33055
1178	10197	33048
1179	10206	33042
1180	10215	33034
1181	10224	33025
1182	10235	33024
1183	10243	33013
1184	10253	33009
1185	10260	32997
1186	10268	32986
1187	10276	32975
1188	10286	32969
1189	10294	32958
1190	10304	32955
1191	10313	32949
1192	10320	32935
1193	10330	32928
1194	10339	32922
1195	10348	32913
1196	10355	32900
1197	10363	32888
1198	10370	32874
1199	10378	32866
1200	10385	32852
1201	10394	32843
1202	10401	32829
1203	10410	32822
1204	10419	32815
1205	10428	32808
1206	10436	32795
1207	10444	32787
1208	10451	32773
1209	10458	32759
1210	10466	32749
1211	10474	32737
1212	10482	32727
1213	10489	32714
1214	10499	32707
1215	10506	32695
1216	10516	32689
1217	10525	32682
1218	10533	32672
1219	10542	32663
1220	10551	32657
1221	10560	32650
1222	10568	32640
1223	10578	32634
1224	10587	32625
1225	10598	32624
1226	10607	32616
1227	10617	32613
1228	10628	32613
1229	10641	32616
1230	10652	32613
1231	10664	32616
1232	10673	32609
1233	10684	32607
1234	10694	32603
1235	10704	32598
1236	10718	32606
1237	10731	32609
1238	10741	32606
1239	10752	32605
1240	10765	32607
1241	10776	32606
1242	10785	32600
1243	10798	32603
1244	10811	32608
1245	10820	32599
1246	10831	32598
1247	10842	32596
1248	10851	32589
1249	10862	32588
1250	10873	32585
1251	10881	32576
1252	10891	32571
1253	10899	32559
1254	10908	32552
1255	10916	32541
1256	10925	32534
1257	10933	32523
1258	10942	32515
1259	10951	32507
1260	10959	32497
1261	10967	32484
1262	10976	32477
1263	10984	32465
1264	10992	32457
1265	11000	32445
1266	11008	32435
1267	11016	32424
1268	11025	32415
1269	11032	32403
1270	11041	32395
1271	11049	32383
1272	11059	32377
1273	11066	32366
1274	11076	32362
1275	11085	32352
1276	11093	32342
1277	11101	32332
1278	11109	32319
1279	11116	32306
1280	11125	32299
1281	11133	32287
1282	11141	32279
1283	11149	32267
1284	11158	32259
1285	11165	32246
1286	11173	32234
1287	11181	32224
1288	11189	32215
1289	11197	32203
1290	11205	32192
1291	11212	32179
1292	11220	32169
1293	11228	32158
1294	11237	32149
1295	11244	32135
1296	11251	32123
1297	11259	32113
1298	11268	32105
1299	11275	32092
1300	11285	32086
1301	11293	32077
1302	11301	32065
1303	11308	32053
1304	11317	32045
1305	11325	32032
1306	11334	32025
1307	11342	32014
1308	11350	32003
1309	11357	31991
1310	11365	31982
1311	11373	31970
1312	11382	31964
1313	11390	31951
1314	11397	31939
1315	11405	31927
1316	11412	31915
1317	11420	31905
1318	11428	31892
1319	11435	31882
1320	11443	31869
1321	11451	31858
1322	11458	31847
1323	11467	31838
1324	11474	31825
1325	11483	31816
1326	11490	31804
1327	11498	31794
1328	11506	31783
1329	11515	31775
1330	11523	31764
1331	11533	31760
1332	11541	31749
1333	11549	31738
1334	11557	31730
1335	11567	31723
1336	11574	31711
1337	11582	31699
1338	11588	31685
1339	11597	31675
1340	11604	31664
1341	11613	31656
1342	11621	31644
1343	11629	31635
1344	11637	31623
1345	11644	31611
1346	11652	31601
1347	11659	31588
1348	11668	31579
1349	11674	31565
1350	11683	31556
1351	11690	31544
1352	11698	31533
1353	11706	31522
1354	11714	31512
1355	11722	31502
1356	11731	31493
1357	11738	31481
1358	11746	31471
1359	11754	31460
1360	11762	31450
1361	11770	31439
1362	11779	31430
1363	11785	31417
1364	11793	31406
1365	11802	31397
1366	11810	31389
1367	11818	31376
1368	11826	31366
1369	11834	31358
1370	11842	31346
1371	11850	31335
1372	11858	31325
1373	11865	31313
1374	11872	31301
1375	11881	31291
1376	11888	31279
1377	11897	31271
1378	11904	31259
1379	11913	31252
1380	11921	31241
1381	11930	31232
1382	11937	31221
1383	11946	31212
1384	11954	31202
1385	11963	31194
1386	11971	31183
1387	11980	31176
1388	11988	31167
1389	11998	31161
1390	12008	31156
1391	12017	31148
1392	12028	31146
1393	12037	31137
1394	12049	31137
1395	12059	31134
1396	12070	31132
1397	12084	31136
1398	12096	31137
1399	12106	31130
1400	12117	31129
1401	12129	31128
1402	12140	31125
1403	12149	31117
1404	12160	31115
1405	12169	31106
1406	12179	31103
1407	12189	31097
1408	12196	31085
1409	12206	31079
1410	12214	31069
1411	12222	31059
1412	12230	31048
1413	12239	31040
1414	12246	31028
1415	12256	31022
1416	12264	31011
1417	12274	31006
1418	12283	30997
1419	12292	30990
1420	12301	30982
1421	12311	30978
1422	12321	30971
1423	12331	30967
1424	12340	30958
1425	12348	30950
1426	12361	30950
1427	12370	30942
1428	12379	30936
1429	12389	30931
1430	12397	30921
1431	12406	30912
1432	12413	30900
1433	12422	30891
1434	12429	30879
1435	12438	30871
1436	12446	30860
1437	12455	30852
1438	12463	30842
1439	12472	30835
1440	12481	30825
1441	12489	30816
1442	12496	30803
1443	12504	30794
1444	12512	30784
1445	12524	30783
1446	12532	30772
1447	12540	30762
1448	12548	30751
1449	12556	30741
1450	12564	30730
1451	12572	30720
1452	12579	30708
1453	12588	30699
1454	12595	30688
1455	12604	30681
1456	12611	30668
1457	12625	30672
1458	12634	30664
1459	12643	30656
1460	12652	30649
1461	12661	30639
1462	12669	30629
1463	12676	30618
1464	12686	30611
1465	12693	30598
1466	12701	30589
1467	12709	30578
1468	12719	30573
1469	12726	30560
1470	12736	30555
1471	12743	30543
1472	12752	30535
1473	12760	30524
1474	12769	30516
1475	12777	30507
1476	12787	30500
1477	12794	30488
1478	12802	30479
1479	12811	30471
1480	12824	30471
1481	12834	30465
1482	12841	30453
1483	12850	30446
1484	12858	30436
1485	12866	30426
1486	12873	30414
1487	12881	30403
1488	12889	30392
1489	12898	30386
1490	12906	30375
1491	12915	30366
1492	12923	30355
1493	12930	30344
1494	12938	30334
1495	12947	30325
1496	12954	30313
1497	12962	30302
1498	12969	30291
1499	12977	30281
1500	12987	30275
1501	12996	30268
1502	13009	30268
1503	13020	30266
1504	13031	30262
1505	13040	30253
1506	13051	30252
1507	13061	30246
1508	13073	30244
1509	13086	30245
1510	13096	30241
1511	13105	30233
1512	13119	30235
1513	13130	30233
1514	13140	30227
1515	13152	30226
1516	13162	30221
1517	13170	30210
1518	13181	30206
1519	13189	30196
1520	13198	30189
1521	13207	30180
1522	13216	30172
1523	13223	30161
1524	13234	30157
1525	13243	30150
1526	13251	30138
1527	13260	30130
1528	13268	30120
1529	13276	30111
1530	13284	30100
1531	13295	30096
1532	13304	30089
1533	13313	30082
1534	13321	30071
1535	13332	30066
1536	13340	30058
1537	13349	30048
1538	13358	30041
1539	13366	30030
1540	13375	30024
1541	13383	30012
1542	13392	30005
1543	13400	29994
1544	13418	30007
1545	13443	30034
1546	13457	30038
1547	13471	30040
1548	13482	30036
1549	13494	30035
1550	13501	30023
1551	13509	30013
1552	13518	30006
1553	13526	29994
1554	13533	29983
1555	13542	29974
1556	13549	29961
1557	13556	29950
1558	13565	29941
1559	13572	29929
1560	13581	29920
1561	13589	29911
1562	13597	29901
1563	13606	29891
1564	13614	29883
1565	13625	29877
1566	13633	29869
1567	13643	29862
1568	13651	29852
1569	13661	29846
1570	13671	29841
1571	13679	29831
1572	13690	29825
1573	13699	29818
1574	13714	29823
1575	13728	29826
1576	13740	29825
1577	13752	29823
1578	13761	29815
1579	13771	29809
1580	13780	29800
1581	13791	29797
1582	13799	29788
1583	13811	29784
1584	13821	29780
1585	13830	29770
1586	13840	29764
1587	13848	29755
1588	13859	29750
1589	13869	29744
1590	13877	29735
1591	13887	29728
1592	13896	29720
1593	13905	29712
1594	13912	29699
1595	13920	29689
1596	13927	29677
1597	13935	29666
1598	13942	29655
1599	13950	29643
1600	13957	29631
1601	13963	29618
1602	13971	29608
1603	13979	29596
1604	13987	29587
1605	13995	29576
1606	14003	29566
1607	14011	29556
1608	14018	29545
1609	14026	29533
1610	14034	29523
1611	14041	29511
1612	14048	29499
1613	14056	29488
1614	14065	29479
1615	14072	29468
1616	14098	29495
1617	14109	29492
1618	14117	29481
1619	14125	29470
1620	14133	29461
1621	14141	29452
1622	14149	29440
1623	14158	29432
1624	14166	29423
1625	14174	29412
1626	14181	29400
1627	14188	29388
1628	14197	29379
1629	14204	29366
1630	14212	29358
1631	14219	29345
1632	14227	29334
1633	14236	29326
1634	14244	29315
1635	14252	29306
1636	14260	29295
1637	14268	29286
1638	14277	29277
1639	14286	29270
1640	14295	29261
1641	14302	29249
1642	14312	29244
1643	14320	29232
1644	14328	29223
1645	14336	29212
1646	14344	29202
1647	14352	29191
1648	14359	29179
1649	14366	29169
1650	14374	29157
1651	14382	29147
1652	14389	29136
1653	14397	29125
1654	14404	29114
1655	14411	29102
1656	14420	29093
1657	14428	29084
1658	14437	29074
1659	14451	29076
1660	14459	29067
1661	14467	29056
1662	14474	29044
1663	14482	29034
1664	14490	29025
1665	14500	29019
1666	14508	29008
1667	14516	28999
1668	14524	28987
1669	14534	28981
1670	14542	28971
1671	14552	28964
1672	14562	28960
1673	14572	28953
1674	14584	28950
1675	14592	28941
