iter	Passed	Remaining
1676	14602	28935
1677	14611	28927
1678	14620	28919
1679	14630	28912
1680	14638	28902
1681	14649	28899
1682	14658	28890
1683	14668	28883
1684	14677	28875
1685	14686	28868
1686	14696	28861
1687	14704	28851
1688	14713	28844
1689	14721	28834
1690	14730	28824
1691	14737	28813
1692	14746	28805
1693	14754	28794
1694	14762	28784
1695	14769	28772
1696	14777	28763
1697	14785	28752
1698	14795	28747
1699	14802	28734
1700	14809	28722
1701	14824	28725
1702	14832	28715
1703	14840	28705
1704	14848	28694
1705	14856	28684
1706	14863	28673
1707	14873	28666
1708	14882	28658
1709	14890	28649
1710	14898	28638
1711	14906	28628
1712	14914	28619
1713	14922	28609
1714	14929	28597
1715	14937	28587
1716	14945	28576
1717	14953	28567
1718	14962	28558
1719	14970	28548
1720	14977	28536
1721	14984	28525
1722	14995	28519
1723	15002	28508
1724	15012	28502
1725	15021	28493
1726	15031	28487
1727	15043	28484
1728	15051	28475
1729	15062	28470
1730	15071	28462
1731	15080	28455
1732	15091	28450
1733	15099	28439
1734	15110	28435
1735	15118	28425
1736	15129	28420
1737	15137	28411
1738	15146	28402
1739	15156	28396
1740	15165	28387
1741	15175	28381
1742	15183	28372
1743	15193	28365
1744	15201	28356
1745	15211	28349
1746	15221	28342
1747	15230	28335
1748	15238	28325
1749	15246	28315
1750	15254	28305
1751	15262	28294
1752	15270	28284
1753	15277	28273
1754	15285	28263
1755	15294	28254
1756	15301	28243
1757	15309	28232
1758	15316	28221
1759	15324	28210
1760	15330	28198
1761	15339	28188
1762	15347	28178
1763	15355	28168
1764	15362	28157
1765	15370	28146
1766	15377	28135
1767	15384	28124
1768	15392	28113
1769	15399	28102
1770	15407	28092
1771	15415	28081
1772	15422	28070
1773	15430	28059
1774	15437	28048
1775	15444	28037
1776	15452	28026
1777	15459	28014
1778	15467	28005
1779	15475	27995
1780	15484	27987
1781	15492	27976
1782	15501	27968
1783	15508	27957
1784	15519	27952
1785	15527	27942
1786	15538	27937
1787	15549	27932
1788	15558	27925
1789	15568	27919
1790	15576	27909
1791	15587	27903
1792	15596	27895
1793	15605	27888
1794	15614	27879
1795	15623	27872
1796	15633	27864
1797	15641	27855
1798	15651	27848
1799	15658	27837
1800	15669	27832
1801	15676	27821
1802	15687	27816
1803	15697	27810
1804	15705	27800
1805	15715	27794
1806	15724	27785
1807	15732	27775
1808	15739	27764
1809	15748	27754
1810	15755	27744
1811	15764	27734
1812	15771	27724
1813	15781	27717
1814	15789	27707
1815	15797	27698
1816	15805	27687
1817	15812	27677
1818	15822	27669
1819	15833	27664
1820	15842	27656
1821	15851	27648
1822	15861	27641
1823	15870	27633
1824	15878	27624
1825	15887	27616
1826	15896	27608
1827	15905	27599
1828	15914	27591
1829	15936	27605
1830	15945	27597
1831	15953	27588
1832	15962	27579
1833	15970	27569
1834	15979	27560
1835	15987	27551
1836	15997	27544
1837	16004	27534
1838	16013	27525
1839	16023	27518
1840	16032	27511
1841	16042	27504
1842	16051	27495
1843	16061	27488
1844	16069	27479
1845	16077	27470
1846	16085	27459
1847	16094	27451
1848	16103	27443
1849	16111	27432
1850	16118	27421
1851	16126	27411
1852	16133	27400
1853	16141	27389
1854	16148	27379
1855	16156	27369
1856	16164	27358
1857	16171	27347
1858	16178	27335
1859	16185	27324
1860	16193	27313
1861	16200	27302
1862	16208	27292
1863	16216	27282
1864	16223	27271
1865	16231	27261
1866	16238	27250
1867	16245	27238
1868	16253	27228
1869	16264	27223
1870	16277	27222
1871	16287	27215
1872	16300	27214
1873	16310	27207
1874	16321	27202
1875	16331	27196
1876	16343	27192
1877	16353	27186
1878	16361	27176
1879	16369	27166
1880	16376	27155
1881	16384	27145
1882	16392	27134
1883	16399	27123
1884	16406	27112
1885	16414	27102
1886	16422	27092
1887	16430	27082
1888	16438	27071
1889	16444	27060
1890	16453	27050
1891	16461	27040
1892	16468	27030
1893	16476	27019
1894	16484	27010
1895	16492	26999
1896	16501	26992
1897	16509	26982
1898	16517	26972
1899	16526	26963
1900	16536	26957
1901	16543	26946
1902	16552	26937
1903	16559	26927
1904	16568	26918
1905	16576	26908
1906	16584	26899
1907	16592	26888
1908	16600	26879
1909	16609	26871
1910	16618	26862
1911	16625	26851
1912	16634	26843
1913	16641	26831
1914	16650	26823
1915	16657	26812
1916	16665	26802
1917	16672	26791
1918	16680	26780
1919	16688	26770
1920	16695	26760
1921	16703	26749
1922	16710	26739
1923	16718	26728
1924	16725	26717
1925	16733	26707
1926	16741	26697
1927	16750	26689
1928	16757	26678
1929	16766	26670
1930	16774	26660
1931	16783	26652
1932	16791	26642
1933	16799	26633
1934	16807	26622
1935	16816	26614
1936	16823	26603
1937	16832	26594
1938	16840	26585
1939	16849	26577
1940	16857	26567
1941	16867	26560
1942	16877	26553
1943	16886	26545
1944	16894	26535
1945	16901	26525
1946	16909	26514
1947	16917	26505
1948	16924	26494
1949	16932	26484
1950	16940	26474
1951	16948	26464
1952	16955	26453
1953	16964	26444
1954	16971	26434
1955	16979	26424
1956	16989	26418
1957	17000	26413
1958	17010	26406
1959	17019	26398
1960	17028	26389
1961	17038	26383
1962	17049	26377
1963	17060	26371
1964	17069	26364
1965	17079	26357
1966	17086	26347
1967	17095	26337
1968	17103	26328
1969	17111	26318
1970	17118	26307
1971	17126	26297
1972	17133	26285
1973	17140	26274
1974	17147	26263
1975	17154	26252
1976	17161	26242
1977	17169	26231
1978	17177	26221
1979	17184	26211
1980	17192	26200
1981	17200	26191
1982	17208	26181
1983	17216	26171
1984	17224	26161
1985	17232	26152
1986	17240	26142
1987	17248	26133
1988	17256	26123
1989	17265	26115
1990	17272	26104
1991	17279	26093
1992	17287	26082
1993	17294	26072
1994	17301	26061
1995	17309	26050
1996	17316	26040
1997	17324	26029
1998	17331	26018
1999	17338	26008
2000	17346	25997
2001	17353	25986
2002	17360	25975
2003	17368	25965
2004	17375	25955
2005	17383	25945
2006	17391	25935
2007	17399	25925
2008	17406	25914
2009	17415	25906
2010	17423	25896
2011	17430	25886
2012	17438	25876
2013	17446	25866
2014	17453	25856
2015	17460	25845
2016	17468	25834
2017	17476	25824
2018	17484	25815
2019	17492	25805
2020	17500	25796
2021	17508	25787
2022	17516	25776
2023	17526	25769
2024	17533	25759
2025	17541	25750
2026	17548	25738
2027	17556	25728
2028	17563	25717
2029	17571	25708
2030	17579	25698
2031	17588	25689
2032	17595	25679
2033	17603	25669
2034	17611	25659
2035	17618	25648
2036	17625	25637
2037	17632	25626
2038	17640	25616
2039	17646	25605
2040	17654	25594
2041	17662	25585
2042	17671	25578
2043	17681	25570
2044	17691	25563
2045	17698	25553
2046	17709	25548
2047	17718	25539
2048	17728	25533
2049	17738	25526
2050	17747	25518
2051	17760	25515
2052	17769	25507
2053	17779	25500
2054	17790	25495
2055	17799	25487
2056	17809	25480
2057	17819	25473
2058	17837	25477
2059	17846	25469
2060	17856	25463
2061	17864	25453
2062	17875	25449
2063	17884	25440
2064	17894	25433
2065	17904	25426
2066	17912	25416
2067	17921	25409
2068	17929	25399
2069	17939	25392
2070	17948	25384
2071	17958	25378
2072	17966	25367
2073	17974	25358
2074	17982	25348
2075	17989	25338
2076	17997	25328
2077	18005	25318
2078	18013	25308
2079	18020	25298
2080	18028	25288
2081	18035	25277
2082	18043	25267
2083	18052	25259
2084	18061	25251
2085	18072	25245
2086	18081	25237
2087	18092	25231
2088	18102	25225
2089	18110	25216
2090	18121	25210
2091	18130	25202
2092	18139	25194
2093	18149	25186
2094	18158	25178
2095	18168	25171
2096	18176	25163
2097	18186	25156
2098	18195	25147
2099	18205	25140
2100	18214	25132
2101	18223	25125
2102	18233	25117
2103	18241	25107
2104	18249	25098
2105	18259	25091
2106	18266	25081
2107	18274	25070
2108	18282	25060
2109	18291	25053
2110	18298	25042
2111	18307	25033
2112	18314	25023
2113	18321	25012
2114	18328	25001
2115	18336	24991
2116	18344	24982
2117	18352	24972
2118	18359	24962
2119	18367	24952
2120	18375	24943
2121	18384	24933
2122	18392	24924
2123	18400	24915
2124	18409	24906
2125	18416	24896
2126	18425	24887
2127	18433	24878
2128	18441	24868
2129	18448	24857
2130	18455	24847
2131	18463	24836
2132	18470	24826
2133	18478	24817
2134	18487	24808
2135	18495	24799
2136	18503	24789
2137	18512	24781
2138	18521	24773
2139	18532	24767
2140	18541	24759
2141	18550	24751
2142	18560	24745
2143	18569	24736
2144	18580	24730
2145	18588	24720
2146	18599	24715
2147	18608	24707
2148	18618	24699
2149	18629	24694
2150	18637	24685
2151	18648	24679
2152	18656	24670
2153	18666	24663
2154	18675	24654
2155	18684	24646
2156	18693	24639
2157	18701	24629
2158	18712	24623
2159	18719	24612
2160	18728	24603
2161	18736	24594
2162	18747	24589
2163	18754	24578
2164	18761	24567
2165	18769	24557
2166	18776	24547
2167	18784	24538
2168	18791	24527
2169	18798	24516
2170	18805	24505
2171	18812	24494
2172	18820	24484
2173	18827	24474
2174	18835	24464
2175	18842	24453
2176	18850	24444
2177	18857	24433
2178	18864	24423
2179	18872	24413
2180	18880	24403
2181	18887	24392
2182	18895	24383
2183	18903	24374
2184	18910	24363
2185	18918	24353
2186	18925	24343
2187	18934	24334
2188	18943	24325
2189	18950	24316
2190	18959	24307
2191	18967	24297
2192	18975	24287
2193	18982	24277
2194	18992	24269
2195	18999	24259
2196	19007	24250
2197	19015	24240
2198	19024	24232
2199	19031	24221
2200	19040	24213
2201	19049	24205
2202	19057	24196
2203	19066	24187
2204	19074	24178
2205	19082	24169
2206	19090	24159
2207	19099	24151
2208	19108	24142
2209	19116	24132
2210	19123	24123
2211	19132	24114
2212	19140	24105
2213	19148	24095
2214	19156	24086
2215	19164	24076
2216	19172	24066
2217	19179	24056
2218	19187	24047
2219	19194	24036
2220	19202	24026
2221	19210	24017
2222	19217	24007
2223	19226	23998
2224	19233	23988
2225	19241	23978
2226	19249	23968
2227	19256	23958
2228	19265	23949
2229	19273	23940
2230	19281	23930
2231	19288	23920
2232	19295	23910
2233	19303	23900
2234	19311	23890
2235	19318	23880
2236	19326	23870
2237	19334	23861
2238	19341	23850
2239	19348	23839
2240	19355	23829
2241	19364	23820
2242	19372	23811
2243	19379	23801
2244	19386	23791
2245	19394	23781
2246	19402	23771
2247	19409	23760
2248	19416	23750
2249	19423	23740
2250	19431	23730
2251	19439	23720
2252	19447	23711
2253	19454	23701
2254	19463	23692
2255	19470	23682
2256	19478	23673
2257	19486	23663
2258	19494	23654
2259	19502	23644
2260	19510	23635
2261	19518	23626
2262	19525	23615
2263	19532	23605
2264	19540	23595
2265	19548	23585
2266	19555	23574
2267	19562	23565
2268	19570	23555
2269	19579	23546
2270	19586	23536
2271	19594	23526
2272	19601	23516
2273	19609	23507
2274	19616	23496
2275	19624	23486
2276	19631	23476
2277	19638	23466
2278	19645	23456
2279	19652	23445
2280	19661	23436
2281	19668	23426
2282	19676	23416
2283	19683	23407
2284	19691	23396
2285	19699	23387
2286	19706	23376
2287	19713	23366
2288	19721	23357
2289	19730	23348
2290	19737	23339
2291	19746	23330
2292	19753	23320
2293	19762	23311
2294	19769	23301
2295	19777	23292
2296	19785	23282
2297	19793	23273
2298	19800	23263
2299	19808	23253
2300	19816	23243
2301	19823	23233
2302	19831	23223
2303	19838	23214
2304	19846	23204
2305	19853	23193
2306	19861	23184
2307	19869	23175
2308	19877	23166
2309	19884	23155
2310	19895	23149
2311	19903	23140
2312	19913	23133
2313	19922	23124
2314	19931	23117
2315	19940	23109
2316	19949	23100
2317	19959	23093
2318	19967	23084
2319	19978	23078
2320	19986	23069
2321	19996	23062
2322	20006	23054
2323	20016	23047
2324	20025	23040
2325	20034	23031
2326	20044	23025
2327	20053	23016
2328	20063	23009
2329	20072	23001
2330	20082	22994
2331	20090	22985
2332	20098	22975
2333	20105	22965
2334	20113	22955
2335	20120	22945
2336	20127	22935
2337	20135	22926
2338	20142	22915
2339	20150	22906
2340	20157	22895
2341	20165	22885
2342	20173	22876
2343	20180	22867
2344	20188	22857
2345	20195	22846
2346	20203	22837
2347	20210	22827
2348	20218	22817
2349	20226	22808
2350	20234	22799
2351	20244	22792
2352	20253	22784
2353	20261	22774
2354	20270	22766
2355	20278	22757
2356	20286	22748
2357	20294	22738
2358	20302	22729
2359	20309	22719
2360	20316	22709
2361	20324	22699
2362	20333	22691
2363	20341	22681
2364	20350	22673
2365	20358	22664
2366	20366	22654
2367	20373	22645
2368	20382	22636
2369	20389	22626
2370	20397	22617
2371	20406	22608
2372	20414	22599
2373	20421	22589
2374	20429	22580
2375	20437	22570
2376	20445	22561
2377	20453	22551
2378	20461	22542
2379	20469	22533
2380	20478	22525
2381	20486	22516
2382	20493	22506
2383	20501	22496
2384	20508	22486
2385	20516	22476
2386	20523	22466
2387	20531	22457
2388	20538	22446
2389	20545	22437
2390	20553	22427
2391	20560	22416
2392	20568	22407
2393	20575	22397
2394	20583	22388
2395	20591	22378
2396	20598	22369
2397	20606	22359
2398	20614	22349
2399	20621	22340
2400	20629	22330
2401	20637	22321
2402	20645	22312
2403	20653	22302
2404	20661	22293
2405	20668	22283
2406	20676	22274
2407	20684	22264
2408	20691	22255
2409	20700	22246
2410	20707	22236
2411	20716	22228
2412	20725	22219
2413	20732	22209
2414	20739	22199
2415	20747	22190
2416	20755	22180
2417	20763	22171
2418	20770	22162
2419	20778	22152
2420	20786	22143
2421	20794	22133
2422	20801	22123
2423	20809	22114
2424	20817	22104
2425	20825	22095
2426	20832	22086
2427	20841	22077
2428	20848	22067
2429	20856	22058
2430	20863	22048
2431	20871	22039
2432	20879	22029
2433	20886	22019
2434	20895	22010
2435	20903	22001
2436	20911	21992
2437	20926	21990
2438	20933	21980
2439	20940	21970
2440	20948	21961
2441	20956	21952
2442	20965	21943
2443	20973	21934
2444	20980	21924
2445	20987	21914
2446	20994	21904
2447	21002	21895
2448	21010	21885
2449	21018	21876
2450	21025	21866
2451	21033	21857
2452	21042	21848
2453	21049	21838
2454	21057	21829
2455	21064	21819
2456	21073	21810
2457	21081	21801
2458	21089	21792
2459	21098	21785
2460	21109	21778
2461	21117	21769
2462	21125	21759
2463	21133	21750
2464	21141	21741
2465	21148	21731
2466	21156	21722
2467	21164	21712
2468	21172	21703
2469	21180	21694
2470	21191	21689
2471	21203	21683
2472	21213	21676
2473	21223	21669
2474	21232	21661
2475	21241	21653
2476	21248	21642
2477	21255	21633
2478	21262	21622
2479	21270	21613
2480	21278	21604
2481	21286	21594
2482	21293	21584
2483	21301	21576
2484	21309	21566
2485	21316	21556
2486	21323	21546
2487	21330	21536
2488	21338	21527
2489	21346	21517
2490	21353	21507
2491	21361	21498
2492	21368	21488
2493	21376	21478
2494	21384	21469
2495	21392	21460
2496	21399	21451
2497	21406	21441
2498	21414	21431
2499	21422	21422
2500	21429	21412
2501	21437	21402
2502	21444	21393
2503	21452	21384
2504	21460	21374
2505	21468	21365
2506	21475	21355
2507	21482	21345
2508	21490	21336
2509	21498	21327
2510	21506	21318
2511	21513	21308
2512	21521	21298
2513	21528	21288
2514	21536	21279
2515	21543	21269
2516	21551	21260
2517	21558	21249
2518	21565	21240
2519	21573	21230
2520	21581	21221
2521	21588	21211
2522	21596	21202
2523	21603	21192
2524	21611	21183
2525	21618	21173
2526	21626	21164
2527	21634	21155
2528	21641	21145
2529	21649	21135
2530	21656	21126
2531	21664	21116
2532	21671	21107
2533	21679	21097
2534	21686	21087
2535	21693	21077
2536	21702	21069
2537	21711	21061
2538	21720	21053
2539	21729	21045
2540	21737	21036
2541	21747	21028
2542	21755	21019
2543	21764	21011
2544	21772	21002
2545	21781	20994
2546	21790	20986
2547	21800	20979
2548	21808	20970
2549	21818	20962
2550	21828	20955
2551	21837	20947
2552	21847	20940
2553	21856	20932
2554	21866	20924
2555	21874	20915
2556	21883	20907
2557	21893	20901
2558	21902	20892
2559	21913	20885
2560	21921	20877
2561	21932	20870
2562	21942	20863
2563	21951	20855
2564	21962	20848
2565	21970	20840
2566	21980	20832
2567	21987	20823
2568	21997	20815
2569	22006	20807
2570	22014	20798
2571	22024	20791
2572	22034	20783
2573	22043	20776
2574	22051	20767
2575	22061	20759
2576	22070	20751
2577	22080	20744
2578	22090	20737
2579	22099	20729
2580	22108	20721
2581	22116	20712
2582	22125	20703
2583	22134	20695
2584	22143	20687
2585	22151	20677
2586	22160	20670
2587	22169	20661
2588	22178	20654
2589	22186	20644
2590	22195	20636
2591	22205	20628
2592	22214	20621
2593	22225	20614
2594	22233	20605
2595	22241	20596
2596	22251	20589
2597	22260	20580
2598	22268	20572
2599	22277	20563
2600	22287	20556
2601	22294	20546
2602	22303	20538
2603	22311	20529
2604	22319	20520
2605	22327	20511
2606	22335	20501
2607	22343	20492
2608	22351	20483
2609	22359	20474
2610	22366	20464
2611	22374	20455
2612	22381	20446
2613	22389	20436
2614	22397	20427
2615	22405	20418
2616	22413	20409
2617	22422	20401
2618	22429	20391
2619	22439	20384
2620	22450	20377
2621	22459	20369
2622	22468	20361
2623	22476	20352
2624	22485	20343
2625	22492	20333
2626	22500	20325
2627	22508	20315
2628	22515	20306
2629	22523	20297
2630	22531	20287
2631	22539	20278
2632	22547	20269
2633	22555	20260
2634	22563	20251
2635	22571	20242
2636	22580	20233
2637	22587	20224
2638	22595	20215
2639	22602	20205
2640	22611	20196
2641	22619	20188
2642	22627	20178
2643	22635	20169
2644	22642	20160
2645	22650	20150
2646	22657	20141
2647	22665	20131
2648	22673	20122
2649	22680	20112
2650	22690	20105
2651	22697	20095
2652	22705	20086
2653	22711	20076
2654	22720	20067
2655	22727	20057
2656	22735	20048
2657	22743	20039
2658	22751	20030
2659	22758	20020
2660	22767	20012
2661	22775	20003
2662	22783	19993
2663	22789	19983
2664	22796	19973
2665	22804	19964
2666	22812	19955
2667	22819	19946
2668	22827	19936
2669	22835	19927
2670	22842	19917
2671	22850	19908
2672	22857	19898
2673	22865	19889
2674	22873	19880
2675	22880	19871
2676	22889	19862
2677	22897	19853
2678	22904	19843
2679	22911	19834
2680	22919	19824
2681	22926	19814
2682	22937	19808
2683	22947	19800
2684	22954	19791
2685	22961	19781
2686	22969	19772
2687	22976	19762
2688	22984	19753
2689	22991	19743
2690	22998	19733
2691	23006	19724
2692	23014	19715
2693	23022	19706
2694	23029	19696
2695	23036	19687
2696	23044	19678
2697	23051	19668
2698	23058	19658
2699	23066	19649
2700	23074	19640
2701	23082	19630
2702	23090	19622
2703	23097	19612
2704	23104	19602
2705	23114	19594
2706	23121	19585
2707	23129	19576
2708	23137	19566
2709	23144	19557
2710	23152	19548
2711	23160	19539
2712	23167	19529
2713	23175	19521
2714	23183	19512
2715	23192	19503
2716	23200	19494
2717	23208	19485
2718	23216	19476
2719	23224	19467
2720	23231	19457
2721	23239	19448
2722	23246	19438
2723	23254	19429
2724	23262	19420
2725	23269	19411
2726	23277	19402
2727	23285	19392
2728	23292	19383
2729	23299	19373
2730	23308	19365
2731	23315	19355
2732	23322	19346
2733	23331	19337
2734	23338	19328
2735	23346	19318
2736	23353	19309
2737	23361	19299
2738	23368	19290
2739	23376	19281
2740	23383	19271
2741	23391	19262
2742	23399	19253
2743	23406	19244
2744	23414	19235
2745	23423	19226
2746	23430	19217
2747	23439	19208
2748	23446	19199
2749	23454	19189
2750	23460	19179
2751	23468	19170
2752	23476	19161
2753	23484	19152
2754	23492	19143
2755	23499	19134
2756	23508	19125
2757	23516	19117
2758	23523	19107
2759	23532	19098
2760	23539	19089
2761	23546	19079
2762	23554	19070
2763	23561	19060
2764	23569	19051
2765	23576	19041
2766	23583	19032
2767	23591	19023
2768	23599	19014
2769	23607	19005
2770	23615	18996
2771	23623	18987
2772	23630	18977
2773	23638	18968
2774	23645	18959
2775	23653	18950
2776	23660	18940
2777	23668	18931
2778	23677	18923
2779	23685	18914
2780	23692	18904
2781	23700	18895
2782	23707	18886
2783	23716	18877
2784	23723	18868
2785	23731	18859
2786	23740	18850
2787	23747	18841
2788	23755	18832
2789	23763	18823
2790	23771	18814
2791	23778	18804
2792	23785	18795
2793	23792	18785
2794	23801	18777
2795	23809	18768
2796	23817	18759
2797	23825	18750
2798	23833	18741
2799	23840	18731
2800	23847	18721
2801	23854	18712
2802	23862	18703
2803	23869	18693
2804	23876	18684
2805	23884	18675
2806	23891	18665
2807	23899	18656
2808	23906	18647
2809	23914	18637
2810	23923	18630
2811	23931	18621
2812	23939	18611
2813	23946	18602
2814	23954	18593
2815	23961	18584
2816	23969	18575
2817	23977	18565
2818	23985	18556
2819	23992	18547
2820	24000	18538
2821	24008	18529
2822	24015	18520
2823	24022	18510
2824	24029	18500
2825	24038	18492
2826	24045	18482
2827	24053	18473
2828	24061	18464
2829	24068	18455
2830	24076	18446
2831	24083	18437
2832	24091	18427
2833	24100	18419
2834	24108	18410
2835	24115	18401
2836	24123	18392
2837	24131	18383
2838	24138	18374
2839	24146	18364
2840	24154	18356
2841	24162	18347
2842	24171	18338
2843	24179	18329
2844	24186	18320
2845	24194	18311
2846	24203	18303
2847	24211	18294
2848	24218	18285
2849	24226	18276
2850	24236	18268
2851	24244	18259
2852	24251	18250
2853	24259	18241
2854	24267	18232
2855	24274	18223
2856	24282	18214
2857	24290	18205
2858	24298	18196
2859	24305	18186
2860	24313	18177
2861	24320	18168
2862	24328	18159
2863	24335	18149
2864	24343	18140
2865	24352	18132
2866	24360	18123
2867	24368	18114
2868	24375	18105
2869	24382	18096
2870	24391	18087
2871	24398	18078
2872	24406	18069
2873	24414	18060
2874	24423	18052
2875	24433	18044
2876	24441	18035
2877	24448	18026
2878	24458	18018
2879	24466	18009
2880	24474	18001
2881	24481	17991
2882	24489	17982
2883	24497	17973
2884	24505	17964
2885	24512	17955
2886	24520	17946
2887	24528	17937
2888	24536	17929
2889	24544	17919
2890	24552	17911
2891	24559	17901
2892	24566	17892
2893	24575	17883
2894	24582	17874
2895	24589	17864
2896	24596	17855
2897	24603	17845
2898	24611	17836
2899	24619	17827
2900	24626	17818
2901	24634	17809
2902	24643	17801
2903	24650	17791
2904	24659	17783
2905	24667	17774
2906	24675	17766
2907	24683	17757
2908	24691	17748
2909	24699	17739
2910	24706	17730
2911	24713	17720
2912	24721	17711
2913	24729	17702
2914	24737	17694
2915	24745	17684
2916	24752	17675
2917	24760	17666
2918	24767	17657
2919	24774	17647
2920	24782	17639
2921	24790	17630
2922	24799	17621
2923	24806	17612
2924	24814	17603
2925	24821	17593
2926	24830	17585
2927	24837	17575
2928	24844	17566
2929	24852	17557
2930	24859	17548
2931	24867	17539
2932	24875	17530
2933	24882	17521
2934	24891	17512
2935	24898	17503
2936	24906	17494
2937	24913	17485
2938	24921	17476
2939	24929	17467
2940	24936	17458
2941	24944	17449
2942	24952	17440
2943	24959	17430
2944	24967	17422
2945	24975	17413
2946	24983	17404
2947	24991	17395
2948	24999	17386
2949	25007	17378
2950	25015	17369
2951	25023	17360
2952	25029	17350
2953	25038	17342
2954	25045	17332
2955	25053	17323
2956	25061	17314
2957	25068	17305
2958	25077	17297
2959	25085	17288
2960	25093	17279
2961	25101	17270
2962	25108	17261
2963	25115	17252
2964	25123	17243
2965	25130	17234
2966	25138	17225
2967	25146	17215
2968	25154	17207
2969	25161	17198
2970	25169	17188
2971	25176	17179
2972	25184	17170
2973	25191	17161
2974	25199	17152
2975	25207	17143
2976	25215	17134
2977	25223	17125
2978	25231	17117
2979	25238	17108
2980	25246	17098
2981	25253	17089
2982	25262	17081
2983	25269	17072
2984	25276	17062
2985	25284	17053
2986	25291	17044
2987	25298	17035
2988	25307	17026
2989	25314	17017
2990	25321	17008
2991	25329	16999
2992	25337	16990
2993	25344	16980
2994	25352	16971
2995	25359	16962
2996	25367	16953
2997	25374	16944
2998	25383	16936
2999	25390	16927
3000	25399	16918
3001	25407	16910
3002	25415	16901
3003	25423	16892
3004	25430	16882
3005	25437	16874
3006	25448	16866
3007	25455	16857
3008	25464	16849
3009	25471	16840
3010	25479	16831
3011	25487	16822
3012	25495	16813
3013	25503	16804
3014	25511	16795
3015	25518	16786
3016	25526	16777
3017	25533	16768
3018	25541	16759
3019	25548	16750
3020	25555	16741
3021	25563	16732
3022	25570	16722
3023	25578	16713
3024	25585	16704
3025	25593	16696
3026	25601	16686
3027	25608	16677
3028	25615	16668
3029	25623	16659
3030	25631	16650
3031	25639	16642
3032	25648	16634
3033	25659	16627
3034	25668	16619
3035	25676	16610
3036	25683	16600
3037	25691	16592
3038	25699	16583
3039	25707	16574
3040	25715	16565
3041	25723	16556
3042	25730	16547
3043	25737	16538
3044	25745	16529
3045	25752	16520
3046	25759	16511
3047	25767	16501
3048	25774	16492
3049	25782	16483
3050	25790	16474
3051	25797	16465
3052	25809	16459
3053	25816	16450
3054	25824	16441
3055	25831	16431
3056	25838	16422
3057	25846	16413
3058	25853	16404
3059	25861	16395
3060	25868	16386
3061	25876	16377
3062	25883	16368
3063	25891	16359
3064	25898	16350
3065	25906	16341
3066	25914	16332
3067	25922	16323
3068	25929	16314
3069	25937	16305
3070	25944	16296
3071	25952	16287
3072	25959	16278
3073	25967	16269
3074	25974	16260
3075	25981	16251
3076	25989	16242
3077	25997	16233
3078	26005	16224
3079	26012	16215
3080	26020	16206
3081	26028	16197
3082	26035	16189
3083	26043	16180
3084	26050	16171
3085	26058	16161
3086	26065	16152
3087	26073	16143
3088	26081	16134
3089	26088	16125
3090	26095	16116
3091	26103	16107
3092	26110	16098
3093	26118	16090
3094	26125	16080
3095	26134	16072
3096	26142	16063
3097	26151	16055
3098	26158	16046
3099	26166	16037
3100	26174	16028
3101	26182	16020
3102	26191	16011
3103	26198	16002
3104	26205	15993
3105	26213	15984
3106	26223	15976
3107	26231	15968
3108	26239	15959
3109	26247	15951
3110	26255	15942
3111	26262	15933
3112	26270	15924
3113	26278	15915
3114	26286	15906
3115	26293	15897
3116	26301	15888
3117	26309	15880
3118	26318	15871
3119	26325	15863
3120	26333	15854
3121	26341	15845
3122	26349	15836
3123	26357	15827
3124	26364	15818
3125	26372	15810
3126	26380	15801
3127	26389	15792
3128	26396	15784
3129	26404	15775
3130	26412	15766
3131	26419	15757
3132	26426	15748
3133	26434	15739
3134	26442	15730
3135	26450	15721
3136	26458	15713
3137	26466	15704
3138	26473	15695
3139	26481	15686
3140	26489	15677
3141	26497	15668
3142	26504	15659
3143	26512	15650
3144	26519	15641
3145	26527	15633
3146	26534	15624
3147	26542	15614
3148	26550	15606
3149	26557	15597
3150	26565	15588
3151	26573	15579
3152	26580	15570
3153	26588	15561
3154	26595	15552
3155	26603	15543
3156	26611	15535
3157	26619	15526
3158	26627	15518
3159	26635	15509
3160	26644	15500
3161	26652	15492
3162	26660	15483
3163	26667	15474
3164	26675	15465
3165	26683	15457
3166	26690	15447
3167	26698	15438
3168	26705	15430
3169	26713	15421
3170	26720	15412
3171	26728	15403
3172	26737	15395
3173	26744	15385
3174	26751	15377
3175	26759	15368
3176	26767	15359
3177	26775	15350
3178	26782	15341
3179	26789	15332
3180	26797	15323
3181	26804	15314
3182	26812	15305
3183	26820	15297
3184	26827	15288
3185	26835	15279
3186	26842	15270
3187	26850	15261
3188	26857	15251
3189	26864	15243
3190	26873	15234
3191	26880	15225
3192	26887	15216
3193	26895	15207
3194	26903	15199
3195	26912	15191
3196	26919	15181
3197	26927	15173
3198	26935	15164
3199	26943	15155
3200	26950	15146
3201	26958	15137
3202	26965	15128
3203	26973	15120
3204	26981	15111
3205	26989	15102
3206	26996	15093
3207	27004	15084
3208	27011	15075
3209	27020	15067
3210	27027	15058
3211	27034	15049
3212	27042	15040
3213	27049	15031
3214	27057	15022
3215	27064	15013
3216	27072	15004
3217	27080	14996
3218	27087	14987
3219	27094	14977
3220	27102	14969
3221	27109	14960
3222	27117	14951
3223	27125	14942
3224	27133	14933
3225	27140	14924
3226	27148	14915
3227	27155	14907
3228	27162	14898
3229	27171	14889
