iter	MAPE	RMSE	R2	MAE
58	0.01500356558	0.2795583834	0.9050806355	0.2021621039
59	0.01486249703	0.2771996275	0.9066756302	0.2002300811
60	0.01472990758	0.2748574521	0.9082460407	0.1984385382
61	0.01460417754	0.2727605406	0.9096406983	0.196715331
62	0.01450347218	0.2709028824	0.910867306	0.1953465482
63	0.01440584639	0.2690400462	0.9120889153	0.1940279441
64	0.014292916	0.2670709568	0.913371039	0.1925016494
65	0.01419830264	0.2653507925	0.9144833737	0.1911964216
66	0.0141080367	0.2637061441	0.9155401554	0.1899458905
67	0.01403048618	0.2621927098	0.9165068194	0.188881667
68	0.01394703975	0.2606299609	0.9174991432	0.1877326058
69	0.01387346903	0.2592518007	0.9183693331	0.1867264862
70	0.01379724465	0.2578689105	0.9192378723	0.1856751027
71	0.01371396914	0.2564077715	0.9201505095	0.1845470207
72	0.01364684199	0.2552121141	0.920893467	0.1836163613
73	0.01357189015	0.2538726587	0.9217216534	0.1826007205
74	0.01350683019	0.2526587426	0.9224684544	0.1817199218
75	0.01345142644	0.2516038571	0.9231145129	0.1809544931
76	0.01338929447	0.2504500722	0.9238180468	0.1801114104
77	0.01333338647	0.2494187697	0.9244441586	0.1793399086
78	0.01328657927	0.2485176058	0.9249891471	0.1787053551
79	0.01324155614	0.2476449148	0.9255150363	0.1780875357
80	0.01319024208	0.2467367784	0.926060321	0.1774051147
81	0.0131419642	0.2458480025	0.926592041	0.176738964
82	0.01310016187	0.2450272575	0.9270813567	0.1761771864
83	0.0130597343	0.2442194358	0.92756137	0.1756285259
84	0.01301567687	0.2433860478	0.9280549136	0.1750265387
85	0.01297720338	0.2426464071	0.9284915258	0.1744999647
86	0.01292976987	0.2416764067	0.9290621059	0.1738766796
87	0.01288794094	0.2409090253	0.9295118809	0.1733109576
88	0.01283952673	0.2400227475	0.9300295629	0.1726592341
89	0.01280817207	0.2393886788	0.9303987568	0.1722257698
90	0.01277490454	0.2386937914	0.9308022415	0.1717817292
91	0.0127450471	0.2381276824	0.9311300843	0.171381581
92	0.01271350436	0.237438419	0.9315281969	0.1709479214
93	0.0126837319	0.2368322488	0.9318773618	0.1705432122
94	0.0126568185	0.2362869803	0.9321906837	0.1701665485
95	0.01262685531	0.2357212422	0.9325150045	0.1697494241
96	0.01260011626	0.2352176033	0.9328030715	0.1693825198
97	0.01256997611	0.2346751171	0.9331126688	0.1689603045
98	0.01253996474	0.234132507	0.9334216218	0.1685456193
99	0.01251132096	0.2336400748	0.9337013852	0.1681564849
100	0.01248413388	0.2330860778	0.9340154212	0.1677811637
101	0.01245533018	0.2325656198	0.9343097662	0.1673817746
102	0.01243323684	0.2321051417	0.9345696409	0.167088629
103	0.01239833665	0.2314950603	0.9349131523	0.1666220715
104	0.01237999929	0.2310645308	0.9351550215	0.166369599
105	0.01235571081	0.2306315932	0.9353977894	0.1660338675
106	0.01233491901	0.2302385947	0.9356177674	0.1657474622
107	0.01231091018	0.2298028836	0.9358612149	0.1654238119
108	0.01228873987	0.2293612076	0.9361075247	0.165119368
109	0.01227280002	0.2290031573	0.936306851	0.1648962865
110	0.01225500803	0.2286632275	0.9364958014	0.1646507832
111	0.01223678519	0.2283128078	0.936690289	0.1644092307
112	0.01221751202	0.2279258855	0.9369046894	0.1641474513
113	0.01220028353	0.2275744943	0.9370990864	0.1639209431
114	0.01217948956	0.2271796514	0.9373171638	0.1636367255
115	0.012156564	0.2267441896	0.9375572365	0.1633214113
116	0.01213303794	0.2263415441	0.9377788076	0.1629973358
117	0.01210946991	0.2258958938	0.9380235845	0.1626742485
118	0.01208663331	0.2254777309	0.9382528251	0.1623599112
119	0.01207293377	0.2251540674	0.9384299686	0.1621737181
120	0.0120564349	0.224834887	0.9386044093	0.161943664
121	0.01204111981	0.2245605644	0.9387541363	0.1617383514
122	0.01202451015	0.2242174872	0.9389411327	0.1615051567
123	0.01200557697	0.2239115818	0.9391076273	0.1612491893
124	0.01198732863	0.2236367147	0.9392570348	0.1609886752
125	0.01196272868	0.2232805513	0.9394503589	0.160633955
126	0.01195015212	0.2230458181	0.9395776028	0.1604645152
127	0.01193740079	0.2227730504	0.9397252963	0.1602962284
128	0.0119203113	0.2224838145	0.9398817092	0.1600634067
129	0.01190734729	0.2222510545	0.9400074335	0.1598766165
130	0.01189046477	0.2219447783	0.9401726668	0.1596475569
131	0.01187077859	0.221602525	0.9403570398	0.1593789835
132	0.01185711049	0.2213054694	0.940516834	0.1591933104
133	0.01183238672	0.2208444666	0.9407643954	0.1588403593
134	0.01182050191	0.2206253711	0.9408818701	0.1586788919
135	0.01180327081	0.2203489571	0.9410299115	0.1584356245
136	0.01178979404	0.2200402513	0.9411950282	0.1582514297
137	0.01177285109	0.2197768288	0.9413357414	0.1580106591
138	0.01176171076	0.219556429	0.9414533435	0.1578664326
139	0.01174574138	0.2193052728	0.9415872129	0.157636825
140	0.01173154119	0.2190821816	0.9417059948	0.1574356305
141	0.01171506424	0.218818015	0.9418464905	0.157209498
142	0.01170172192	0.218571544	0.941977422	0.1570308579
143	0.01168556427	0.2183415875	0.9420994474	0.1567996497
144	0.0116712815	0.2180900665	0.9422327689	0.1566023107
145	0.01165787159	0.2178839395	0.9423419143	0.156413201
146	0.01164616998	0.2176604324	0.9424601459	0.1562604428
147	0.01162977557	0.2173447001	0.9426269563	0.1560410339
148	0.01161752753	0.2171251906	0.9427427868	0.1558748362
149	0.01160102271	0.2168891409	0.9428672145	0.1556400866
150	0.01159560895	0.2167252582	0.9429535217	0.1555672042
151	0.01158289505	0.2165495912	0.9430459624	0.1553869968
152	0.01156768541	0.2163166757	0.9431684133	0.1551814718
153	0.01155431933	0.2160844226	0.9432903847	0.1550030379
154	0.01153496036	0.2158106338	0.943434001	0.1547386998
155	0.01152385817	0.2156278588	0.9435297745	0.1545790912
156	0.0115144728	0.2154589234	0.943618224	0.154450112
157	0.01150683272	0.2153174982	0.9436922166	0.154346705
158	0.01149728505	0.2151216305	0.9437946129	0.1542196894
159	0.01148847763	0.2149577446	0.9438802181	0.1541005115
160	0.01147719649	0.2147809573	0.9439724891	0.1539394771
161	0.01145909701	0.2145336092	0.9441014607	0.153691737
162	0.01145141267	0.2143754036	0.9441838739	0.1535856754
163	0.01144032616	0.2141569506	0.9442975715	0.1534342647
164	0.01143048511	0.2139594938	0.9444002416	0.1532996994
165	0.01141555744	0.2137342565	0.9445172408	0.1530953848
166	0.01140829711	0.2136055433	0.9445840454	0.1529960501
167	0.01139865524	0.2134459391	0.9446668271	0.1528671082
168	0.01139351079	0.2133079465	0.9447383496	0.1528023357
169	0.01138350307	0.2130935567	0.9448493777	0.1526669345
170	0.01137136563	0.212915339	0.9449415879	0.1524954706
171	0.0113645476	0.2127829818	0.94501002	0.1524019246
172	0.01135395473	0.2126087308	0.9451000472	0.1522507097
173	0.01134482919	0.2124321784	0.9451911883	0.152127811
174	0.01133272757	0.2122374288	0.9452916354	0.1519625067
175	0.01132736469	0.2121126968	0.9453559207	0.1518904962
176	0.0113173797	0.2119394865	0.9454451286	0.1517469827
177	0.01130789307	0.2117891612	0.9455224909	0.1516187396
178	0.01129820476	0.2115982774	0.9456206469	0.1514898883
179	0.01129038627	0.211452324	0.9456956391	0.1513836951
180	0.01127109307	0.211187767	0.9458314391	0.1511125414
181	0.01125688987	0.2109716385	0.9459422541	0.1509187991
182	0.011246326	0.210790905	0.9460348339	0.1507682402
183	0.01123756265	0.2106148841	0.9461249235	0.150654725
184	0.01122503354	0.2104265581	0.9462212276	0.1504812351
185	0.01121889772	0.2102962259	0.9462878251	0.1504006823
186	0.01120315762	0.210080707	0.9463978608	0.1501831083
187	0.01119250222	0.2099066056	0.946486668	0.1500428575
188	0.01118038857	0.2097127446	0.9465854678	0.1498823393
189	0.01117101051	0.2095817529	0.946652175	0.1497495285
190	0.01116598967	0.2094619946	0.9467131251	0.1496805832
191	0.0111593458	0.2093331886	0.9467786412	0.1495871903
192	0.01114932777	0.2091640312	0.9468646204	0.1494512341
193	0.01113800648	0.2089752345	0.9469604997	0.1492965575
194	0.01112608463	0.2087532714	0.9470731117	0.149133738
195	0.01112019001	0.2086188135	0.9471412701	0.1490553435
196	0.01110769121	0.2084431317	0.9472302593	0.1488820884
197	0.01109851457	0.2082583677	0.947323768	0.1487552625
198	0.01108694191	0.2080778826	0.9474150312	0.1486013387
199	0.01108014139	0.2079663661	0.9474713805	0.1485115359
200	0.01106586646	0.2077550661	0.9475780675	0.1483133665
201	0.01105833867	0.2076133971	0.9476495366	0.1482101691
202	0.01104238072	0.2073889092	0.9477626862	0.1479910231
203	0.01103536794	0.2072461851	0.9478345605	0.1478962648
204	0.01102945332	0.2071398204	0.9478880923	0.1478153162
205	0.01102556817	0.2070391671	0.9479387244	0.1477621077
206	0.01101230466	0.2068495157	0.9480340587	0.1475772478
207	0.01100532274	0.206723839	0.9480971861	0.1474818463
208	0.01100059496	0.20665377	0.948132365	0.1474156721
209	0.01098936867	0.2064833132	0.948217895	0.1472601657
210	0.01097754296	0.2063015417	0.9483090245	0.1470996516
211	0.0109638658	0.206089347	0.9484153049	0.1469152247
212	0.01095093359	0.2059146322	0.948502731	0.1467366311
213	0.01094064703	0.2057806308	0.9485697341	0.1465929314
214	0.01093566899	0.2056623789	0.948628826	0.1465296637
215	0.01092166669	0.2054628434	0.9487284592	0.1463362119
216	0.01091005264	0.2052699007	0.9488247084	0.1461759734
217	0.01090315341	0.2051482711	0.9488853368	0.1460769957
218	0.01089300412	0.2050058293	0.9489562936	0.1459337944
219	0.01088713455	0.2048926729	0.9490126269	0.1458570674
220	0.01087483674	0.2047125789	0.94910222	0.1456916824
221	0.01086667917	0.204560661	0.9491777348	0.1455827246
222	0.01085828156	0.2044440818	0.9492356456	0.1454687288
223	0.01084572634	0.2042775068	0.9493183345	0.1452947431
224	0.01083911298	0.2041624439	0.9493754131	0.1452023464
225	0.01083584713	0.2040941004	0.9494093006	0.1451594453
226	0.01082916863	0.2039911309	0.9494603358	0.1450652771
227	0.0108242796	0.2038914859	0.9495096986	0.144999615
228	0.01081926434	0.2037855102	0.9495621712	0.1449302023
229	0.01081478616	0.2036864104	0.9496112146	0.1448716853
230	0.0108105615	0.2036056866	0.9496511462	0.1448107924
231	0.01080404173	0.2035064702	0.9497002039	0.1447237797
232	0.01079258132	0.2033364963	0.9497841923	0.1445663631
233	0.01078460189	0.2032043166	0.949849457	0.1444531078
234	0.01077475348	0.2030509913	0.9499251094	0.1443161074
235	0.01076357628	0.2028997845	0.9499996605	0.1441626439
236	0.01075840425	0.2027791383	0.9500591042	0.1440944837
237	0.01075217626	0.2026514625	0.950121973	0.1440132285
238	0.01074997756	0.2025882946	0.9501530629	0.1439820499
239	0.01074154958	0.2024391542	0.950226428	0.1438641257
240	0.01073419008	0.2023406838	0.9502748379	0.1437607256
241	0.01073126655	0.20222965	0.9503293959	0.1437213273
242	0.01072385607	0.2020900257	0.9503979599	0.1436220966
243	0.01071216773	0.2018989682	0.9504917039	0.1434607003
244	0.01070820199	0.2018180649	0.950531373	0.1434085091
245	0.01069873672	0.2016944219	0.950591968	0.1432762882
246	0.010693513	0.2015709682	0.9506524331	0.1432075654
247	0.01068730842	0.2014415803	0.9507157649	0.1431192181
248	0.01068170008	0.201345782	0.9507626293	0.1430422505
249	0.01067343875	0.201222641	0.9508228371	0.1429277163
250	0.01066236406	0.2010849723	0.9508901042	0.1427734233
251	0.01065568461	0.2009860378	0.9509384168	0.1426839023
252	0.01065163338	0.2008973759	0.9509816928	0.1426322979
253	0.0106445501	0.200755754	0.951050779	0.1425378672
254	0.01063584233	0.2005935997	0.9511298215	0.1424224577
255	0.01063040018	0.2004921442	0.9511792438	0.142350438
256	0.01062494611	0.2004108191	0.9512188418	0.1422782485
257	0.0106166203	0.2002923964	0.9512764744	0.1421625541
258	0.01061278661	0.200227088	0.9513082432	0.1421119475
259	0.01060771755	0.2001497525	0.9513458493	0.1420400532
260	0.01060252204	0.2000714682	0.9513839019	0.1419676017
261	0.01059477069	0.1999602999	0.9514379133	0.141861236
262	0.01058994989	0.1998784298	0.9514776709	0.141796706
263	0.01058690814	0.1997881698	0.9515214839	0.1417562416
264	0.01058189756	0.1996795011	0.9515742064	0.1416901327
265	0.01057625657	0.1995973628	0.9516140381	0.1416135343
266	0.01056870895	0.1994701186	0.951675711	0.1415077571
267	0.01056307401	0.1993945517	0.9517123182	0.1414283669
268	0.010554457	0.1992863685	0.9517647018	0.1413063291
269	0.01054869179	0.1991942235	0.9518092971	0.1412281367
270	0.01054276931	0.1991002161	0.9518547724	0.1411473637
271	0.01053145592	0.1989437923	0.9519303936	0.140988194
272	0.0105265197	0.1988455259	0.951977869	0.1409222004
273	0.01052251207	0.1987535016	0.9520223073	0.1408721732
274	0.01051891518	0.1986636271	0.9520656876	0.1408220127
275	0.0105152138	0.1986060023	0.9520934914	0.1407718981
276	0.0105070248	0.1984864732	0.9521511382	0.1406559455
277	0.01050264497	0.1983897104	0.9521977798	0.1405971423
278	0.01049930794	0.1982987208	0.9522416179	0.1405534879
279	0.01049432668	0.1982113191	0.9522837083	0.1404810329
280	0.0104892922	0.1981196607	0.9523278288	0.1404162753
281	0.010484485	0.1980476257	0.9523624891	0.140347866
282	0.01047995035	0.1979668403	0.9524013447	0.1402823792
283	0.01047490363	0.1978616104	0.9524519337	0.1402145562
284	0.01046884457	0.1977781649	0.9524920307	0.1401317336
285	0.01046370036	0.1976787243	0.9525397916	0.1400574655
286	0.0104546076	0.1975693137	0.9525923134	0.139929539
287	0.0104507565	0.1975129586	0.9526193549	0.139874894
288	0.01044536728	0.1974091736	0.9526691349	0.1398033289
289	0.01043778678	0.1973002734	0.9527213404	0.1396966778
290	0.01043528265	0.1972260457	0.9527569078	0.1396655309
291	0.0104308395	0.1971582358	0.9527893883	0.1396053514
292	0.01042784156	0.1970977206	0.9528183652	0.1395662048
293	0.01042329165	0.1970181201	0.9528564674	0.1395030157
294	0.01042113094	0.1969584959	0.9528849974	0.1394716787
295	0.01041372512	0.1968562483	0.9529339026	0.1393681094
296	0.01040972828	0.1967934515	0.9529639258	0.1393143398
297	0.01040214778	0.1966748395	0.9530206082	0.1392079833
298	0.01039893798	0.1965995606	0.9530565648	0.1391637284
299	0.0103919731	0.1964746982	0.9531161744	0.1390665998
300	0.01038760911	0.1963982976	0.9531526295	0.1390069147
301	0.01038264641	0.1963248648	0.9531876552	0.1389407852
302	0.01037652431	0.1962340517	0.9532309527	0.1388588263
303	0.01037177317	0.1961639221	0.9532643752	0.1387929724
304	0.01036733788	0.196088861	0.9533001346	0.1387324138
305	0.0103619782	0.1960102362	0.9533375771	0.1386584755
306	0.01035770257	0.1959484815	0.9533669753	0.138601506
307	0.01035288472	0.1958747205	0.9534020769	0.1385348083
308	0.0103477254	0.1957979323	0.953438605	0.1384623458
309	0.01034544043	0.195745721	0.9534634337	0.1384335999
310	0.01034029253	0.1956631269	0.9535026973	0.1383640044
311	0.01033665679	0.1955974169	0.9535339226	0.1383142201
312	0.0103316503	0.1954973183	0.9535814692	0.1382472513
313	0.01032884009	0.1954404234	0.9536084834	0.1382065016
314	0.01032312313	0.1953521296	0.9536503903	0.1381274491
315	0.01031955732	0.1952962464	0.9536769044	0.1380814043
316	0.01031487865	0.195227714	0.9537094097	0.1380189113
317	0.01031161056	0.1951334112	0.9537541193	0.1379705618
318	0.01030630448	0.1950539512	0.9537917751	0.1378945083
319	0.01030297019	0.1949806098	0.9538265176	0.1378487911
320	0.01029847262	0.1948964397	0.9538663738	0.1377876966
321	0.01029655746	0.1948445641	0.9538909293	0.1377599212
322	0.01029457239	0.1948044288	0.953909923	0.1377335782
323	0.01028948147	0.1947309651	0.953944679	0.1376620142
324	0.01028351353	0.1946367365	0.9539892398	0.1375802238
325	0.01027909907	0.1945729185	0.954019407	0.1375179527
326	0.01027494886	0.1945085925	0.9540498045	0.1374605237
327	0.01026954437	0.1944266376	0.9540885179	0.1373861909
328	0.0102662663	0.1943537001	0.9541229581	0.1373444638
329	0.0102619795	0.1942726014	0.9541612367	0.1372887737
330	0.01025693648	0.1941702516	0.954209523	0.1372166363
331	0.01025350487	0.1940734698	0.954255159	0.1371713273
332	0.01025002987	0.1940209873	0.9542798968	0.1371248775
333	0.01024728812	0.1939689227	0.9543044311	0.1370878521
334	0.01024285719	0.1938807021	0.954345988	0.1370235748
335	0.01024002987	0.1938312756	0.9543692624	0.1369840544
336	0.01023405331	0.1937481935	0.9544083715	0.1369008153
337	0.01023242532	0.193689425	0.9544360254	0.1368793152
338	0.01022819941	0.1936208146	0.9544682998	0.1368208316
339	0.01022608284	0.1935767073	0.954489042	0.1367932063
340	0.01022220441	0.1935208312	0.9545153117	0.1367405745
341	0.01021843289	0.1934599522	0.9545439249	0.136686691
342	0.01021293597	0.1933698373	0.9545862626	0.1366116859
343	0.01020964073	0.1933204022	0.9546094797	0.1365660061
344	0.0102066549	0.1932814358	0.954627776	0.1365226519
345	0.01019831496	0.1931716013	0.954679328	0.1364061945
346	0.01019463793	0.1930989778	0.9547133985	0.1363581233
347	0.0101898351	0.1930306502	0.9547454419	0.1362909824
348	0.01018711844	0.1929713469	0.9547732441	0.1362541378
349	0.01018447257	0.1928975267	0.95480784	0.1362144464
350	0.01018319267	0.1928658523	0.9548226802	0.1361979552
351	0.0101816095	0.1928263775	0.9548411716	0.1361763416
352	0.01017954834	0.192785165	0.954860473	0.1361492535
353	0.01017684471	0.1927247609	0.9548887551	0.1361110377
354	0.01017455447	0.1926747983	0.9549121416	0.1360802287
355	0.01017289786	0.1926362348	0.9549301883	0.1360570637
356	0.01016812134	0.1925627027	0.9549645894	0.1359907318
357	0.01016498618	0.1925118158	0.9549883885	0.1359491778
358	0.0101628591	0.1924743748	0.9550058951	0.135921285
359	0.01015569663	0.1923896209	0.9550455117	0.1358195443
360	0.01015055394	0.1922864991	0.9550936904	0.1357518619
361	0.01014770392	0.1922281865	0.9551209228	0.1357152373
362	0.01014286514	0.1921622068	0.9551517257	0.1356466711
363	0.01013478245	0.1920362237	0.9552105122	0.1355360349
364	0.01013131561	0.1919684762	0.9552421088	0.1354888617
365	0.01012887566	0.1919012223	0.9552734641	0.1354522449
366	0.01012252308	0.191811662	0.9553152021	0.1353637674
367	0.01011933771	0.1917580279	0.955340188	0.1353180453
368	0.01011590129	0.1917079721	0.9553635006	0.135271306
369	0.01011142887	0.1916382448	0.9553959648	0.1352106942
370	0.01010733328	0.1915873628	0.9554196473	0.1351546842
371	0.01010488669	0.191539792	0.955441783	0.1351212552
372	0.0101019375	0.191496497	0.9554619243	0.135082478
373	0.01009445255	0.1913806357	0.9555158019	0.1349799984
374	0.01009234851	0.1913260778	0.9555411609	0.1349516685
375	0.01009008019	0.1912783026	0.9555633614	0.1349204736
376	0.01008839893	0.1912496576	0.9555766697	0.1348969857
377	0.01008496792	0.1911692712	0.955614006	0.1348531675
378	0.01007893621	0.1910705475	0.9556598378	0.1347731127
379	0.01007623115	0.1910116682	0.9556871609	0.1347360293
380	0.01007229375	0.1909545065	0.9557136788	0.1346801829
381	0.01006535419	0.1908678655	0.9557538574	0.1345826341
382	0.01006221342	0.1908265952	0.9557729895	0.1345388324
383	0.01005922866	0.1907812325	0.9557940141	0.1344982944
384	0.01005471461	0.1907045823	0.9558295282	0.1344353008
385	0.01005127287	0.1906436383	0.9558577551	0.1343878929
386	0.01004955475	0.1906082891	0.9558741233	0.1343636433
387	0.01004479589	0.1905463632	0.9559027903	0.1342977706
388	0.01004251099	0.190496112	0.9559260461	0.134267826
389	0.01003856983	0.19043967	0.9559521595	0.1342137888
390	0.01003416598	0.1903801849	0.9559796725	0.1341531101
391	0.01003059962	0.1903058779	0.9560140288	0.134104744
392	0.01002770042	0.1902472528	0.956041125	0.1340653572
393	0.01002389467	0.1901955876	0.9560649975	0.1340126441
394	0.01002022834	0.1901209819	0.9560994584	0.1339633771
395	0.01001747716	0.1900747328	0.9561208144	0.1339239257
396	0.01001377809	0.1900189073	0.9561465855	0.1338716712
397	0.01001141539	0.1899722122	0.9561681359	0.1338399884
398	0.01000886142	0.1899242684	0.956190257	0.1338074781
399	0.01000618605	0.1898811019	0.9562101691	0.1337720442
400	0.009999373149	0.189792942	0.9562508221	0.1336766822
401	0.009997376151	0.1897561831	0.956267767	0.1336508023
402	0.009994049931	0.1897006475	0.9562933614	0.1336040929
403	0.009990732845	0.1896568272	0.9563135512	0.1335593447
404	0.009986863169	0.1896037504	0.9563379997	0.1335075757
405	0.009983538553	0.1895559824	0.956359997	0.1334600646
406	0.009981574659	0.1895242449	0.9563746091	0.1334344375
407	0.009975583375	0.1894442774	0.9564114158	0.133351869
408	0.009973986862	0.1894055332	0.956429243	0.1333293626
409	0.009969728985	0.1893437898	0.9564576452	0.133270568
410	0.009967719742	0.1892994772	0.9564780235	0.1332443325
411	0.00996410323	0.1892437295	0.9565036537	0.133194508
412	0.009961957314	0.1892017676	0.9565229409	0.1331638785
413	0.009959513926	0.1891503986	0.956546546	0.1331304405
414	0.00995861556	0.1891259592	0.9565577742	0.1331192738
415	0.009955366304	0.1890594479	0.9565883241	0.1330755408
416	0.009952956249	0.1890221932	0.9566054312	0.1330436177
417	0.009948492906	0.1889568167	0.9566354435	0.1329815644
418	0.009947057292	0.1889194973	0.956652571	0.1329624778
419	0.009944068297	0.1888623446	0.9566787944	0.1329200982
420	0.009941014056	0.1888163312	0.9566999008	0.1328807062
421	0.009937094958	0.188758105	0.956726602	0.1328266487
422	0.009933802368	0.1887082444	0.9567494604	0.1327822561
423	0.009928128705	0.1886141615	0.9567925759	0.1327036453
424	0.009922641023	0.1885483291	0.9568227322	0.1326280644
425	0.009919161381	0.1885000934	0.9568448212	0.1325809158
426	0.00991532426	0.1884443286	0.9568703509	0.1325279823
427	0.009910582331	0.1883670071	0.9569057372	0.132461087
428	0.009909535076	0.1883496046	0.9569136994	0.1324475193
429	0.009906464441	0.1883054764	0.9569338863	0.1324039852
430	0.0099038041	0.1882452146	0.9569614461	0.132369181
431	0.009899346793	0.1881758955	0.9569931372	0.1323089849
432	0.009898404115	0.1881473441	0.9570061868	0.1322952118
433	0.009894204158	0.1880845969	0.9570348589	0.1322384065
434	0.009892700671	0.1880360028	0.9570570572	0.1322196918
435	0.00989129563	0.1879908463	0.9570776801	0.1322022229
436	0.009887636809	0.1879451032	0.9570985658	0.1321499853
437	0.009885233348	0.1879100634	0.9571145611	0.1321170874
438	0.009882560822	0.1878686931	0.9571334423	0.132079714
439	0.009878876473	0.1878140646	0.9571583682	0.1320288819
440	0.00987717938	0.1877728088	0.9571771876	0.1320056714
441	0.009873753219	0.1877197866	0.9572013683	0.1319586625
442	0.009871052122	0.1876667474	0.9572255499	0.131921667
443	0.00986740517	0.187619538	0.9572470679	0.1318703436
444	0.009863654453	0.187576046	0.9572668866	0.1318179841
445	0.009861307671	0.1875290274	0.9572883073	0.1317860844
446	0.009858115666	0.1874602141	0.9573196474	0.1317392207
447	0.009854721367	0.1874019693	0.9573461653	0.1316911039
448	0.009851694206	0.1873578529	0.9573662452	0.1316490305
449	0.009849205714	0.1873193597	0.9573837619	0.1316162417
450	0.009846135491	0.1872735951	0.9574045828	0.1315730042
451	0.009844524112	0.1872335982	0.9574227754	0.1315526521
452	0.009841299821	0.1871908382	0.9574422206	0.1315076206
453	0.009837268837	0.1871357105	0.9574672835	0.131452982
454	0.009834421791	0.1870931663	0.9574866204	0.131412515
455	0.009831253712	0.1870499337	0.9575062657	0.131369585
456	0.009829586524	0.1870150893	0.957522096	0.1313465165
457	0.009827026215	0.1869724191	0.9575414777	0.1313106492
458	0.009823186003	0.1869006533	0.9575740652	0.1312597925
459	0.00982018914	0.1868529456	0.9575957215	0.1312180622
460	0.009817754557	0.1868122792	0.9576141771	0.1311828324
461	0.009816245439	0.1867745907	0.9576312777	0.1311617802
462	0.009811283174	0.1867162264	0.9576577527	0.1310914042
463	0.009810226817	0.1866992082	0.9576654709	0.1310769976
464	0.009808017017	0.1866502037	0.9576876918	0.1310460013
465	0.009806336834	0.18661384	0.957704177	0.1310235921
466	0.009803453582	0.1865674557	0.9577252002	0.13098482
467	0.009800135337	0.1865270646	0.9577435029	0.1309380918
468	0.009798541921	0.1864979004	0.9577567158	0.1309169889
469	0.009795134199	0.1864376902	0.9577839876	0.13086963
