iter	MAPE	RMSE	R2	MAE
804	0.009160880107	0.1757016338	0.962506034	0.1221736367
805	0.009159851379	0.1756779331	0.9625161486	0.1221589711
806	0.009159498396	0.1756651952	0.9625215841	0.1221544326
807	0.009156810784	0.1756332955	0.9625351945	0.1221170167
808	0.009155806708	0.1756174938	0.9625419356	0.1221020354
809	0.009154661715	0.1755996267	0.9625495571	0.1220865499
810	0.009153002559	0.1755763295	0.9625594937	0.122064258
811	0.009148115128	0.1755187484	0.9625840473	0.1219966753
812	0.009145960895	0.1754877035	0.962597282	0.1219658464
813	0.009145321604	0.1754783063	0.9626012877	0.1219568321
814	0.009143419698	0.1754394543	0.9626178465	0.1219309061
815	0.009142158711	0.1754179536	0.9626270085	0.1219126756
816	0.009141239729	0.1754016385	0.9626339601	0.1218993923
817	0.009138600585	0.1753727031	0.9626462874	0.1218627085
818	0.009137913025	0.1753487705	0.9626564818	0.1218537417
819	0.009136998156	0.175320517	0.962668515	0.1218415797
820	0.009135191353	0.1752745134	0.9626881037	0.1218185121
821	0.009134384671	0.1752570044	0.9626955579	0.1218071375
822	0.009133321631	0.1752252788	0.9627090626	0.121793538
823	0.009132144496	0.1752105221	0.9627153433	0.1217763526
824	0.009130611105	0.1751912022	0.9627235654	0.121754688
825	0.009128874509	0.1751709122	0.9627321993	0.1217293832
826	0.009128017646	0.1751511999	0.9627405865	0.1217173741
827	0.009125796894	0.1751219853	0.9627530149	0.1216866488
828	0.009124115825	0.1750972737	0.9627635261	0.1216635223
829	0.009123514264	0.1750750564	0.962772975	0.1216556996
830	0.009122377615	0.1750603215	0.962779241	0.1216391117
831	0.009120794005	0.1750380816	0.9627886976	0.1216172933
832	0.00911934021	0.1750181613	0.9627971668	0.1215967634
833	0.009117530641	0.1749905538	0.9628089027	0.1215724294
834	0.009116522536	0.1749712196	0.9628171205	0.1215580011
835	0.009115122421	0.174951861	0.9628253478	0.1215384342
836	0.009113797925	0.174931551	0.9628339784	0.1215199867
837	0.009112682073	0.174916576	0.9628403414	0.1215048341
838	0.009112035253	0.1748954108	0.9628493336	0.121496751
839	0.009111396388	0.1748835295	0.9628543809	0.1214879222
840	0.009110063984	0.1748550689	0.9628664702	0.1214690494
841	0.009108768439	0.1748276252	0.9628781256	0.1214524178
842	0.009107217761	0.1747992143	0.9628901898	0.1214307658
843	0.009105240522	0.1747696031	0.9629027616	0.1214036581
844	0.00910353434	0.1747466523	0.9629125042	0.1213802954
845	0.009102676096	0.1747264461	0.9629210807	0.1213691447
846	0.009100824902	0.1747001281	0.9629322498	0.1213437804
847	0.009100337491	0.1746846261	0.9629388279	0.1213378458
848	0.009099178759	0.1746606707	0.962948992	0.1213223267
849	0.009098610943	0.1746452816	0.9629555207	0.1213145868
850	0.009095899348	0.1746103243	0.962970349	0.1212777236
851	0.009093155981	0.174580187	0.9629831303	0.1212393943
852	0.009092974723	0.1745728768	0.9629862303	0.1212371501
853	0.009091622378	0.1745545896	0.9629939845	0.1212182577
854	0.00909112653	0.1745415129	0.962999529	0.1212120666
855	0.009089320752	0.1745160192	0.9630103368	0.1211881176
856	0.009088822841	0.1745009289	0.9630167334	0.1211813885
857	0.009087529938	0.1744799747	0.9630256149	0.1211636074
858	0.009086768375	0.1744630133	0.9630328032	0.1211534071
859	0.00908438869	0.1744332611	0.9630454106	0.1211206376
860	0.009084159955	0.1744228944	0.9630498029	0.1211179061
861	0.009081605426	0.1743949749	0.9630616311	0.1210822256
862	0.00908043577	0.1743806817	0.9630676857	0.1210652439
863	0.00907926147	0.1743606191	0.9630761834	0.1210485179
864	0.009077315736	0.1743311528	0.9630886623	0.1210215858
865	0.009076860091	0.1743176573	0.9630943769	0.1210157653
866	0.009074953348	0.1742819509	0.9631094945	0.1209895071
867	0.009073835974	0.1742599764	0.9631187966	0.1209738738
868	0.009073149199	0.1742464409	0.9631245258	0.1209648844
869	0.00907127512	0.1742209631	0.9631353087	0.1209392596
870	0.009070441112	0.1742093481	0.963140224	0.1209277031
871	0.009069445655	0.174183434	0.9631511891	0.1209138441
872	0.009068448675	0.174152891	0.9631641108	0.1209017916
873	0.009067368299	0.1741297135	0.9631739149	0.1208870202
874	0.009066625054	0.1741126596	0.9631811279	0.1208769526
875	0.009064815636	0.1740847931	0.9631929126	0.1208513644
876	0.009064306254	0.1740710642	0.9631987178	0.1208444071
877	0.009063620445	0.1740541167	0.9632058834	0.12083612
878	0.009062013964	0.1740311764	0.9632155817	0.1208147199
879	0.009061383617	0.1740124898	0.9632234807	0.1208063416
880	0.009060367219	0.173992289	0.9632320189	0.1207921172
881	0.009059814384	0.1739726486	0.9632403192	0.1207850025
882	0.009058268091	0.1739498122	0.963249969	0.1207645735
883	0.009056322007	0.1739280371	0.9632591692	0.1207361314
884	0.009055260075	0.1739122607	0.9632658342	0.1207218364
885	0.009054326959	0.1738997348	0.9632711255	0.1207091821
886	0.009053566502	0.1738889575	0.9632756778	0.1206986406
887	0.009050920688	0.1738572442	0.9632890719	0.120662117
888	0.009050330808	0.1738391893	0.9632966963	0.1206542596
889	0.009049526524	0.1738171359	0.9633060081	0.1206438866
890	0.009048823997	0.1738012847	0.9633127005	0.1206343662
891	0.009047759136	0.1737841408	0.9633199378	0.120619204
892	0.009046674943	0.1737696664	0.9633260477	0.1206045032
893	0.009045824163	0.1737533537	0.9633329329	0.1205930446
894	0.009045112788	0.1737268822	0.9633441046	0.1205842426
895	0.009044360058	0.173717106	0.96334823	0.1205735713
896	0.009043658572	0.1736967338	0.963356826	0.1205650695
897	0.009041762645	0.1736669794	0.9633693789	0.1205403541
898	0.009040257575	0.1736467594	0.9633779082	0.1205191127
899	0.009038067585	0.1736181741	0.9633899645	0.1204892248
900	0.009037401447	0.1736064487	0.9633949093	0.1204796824
901	0.009035981445	0.1735903546	0.9634016959	0.120459525
902	0.009034538678	0.1735736847	0.9634087246	0.1204382176
903	0.009034105146	0.1735583141	0.9634152049	0.1204325502
904	0.009032883321	0.1735437864	0.9634213293	0.1204158908
905	0.009031226149	0.1735245799	0.9634294254	0.1203931724
906	0.009030422393	0.1734928763	0.9634427873	0.1203831231
907	0.009029695138	0.1734801422	0.9634481536	0.1203730397
908	0.009027979797	0.173453928	0.9634591993	0.12034952
909	0.00902653564	0.1734269707	0.9634705564	0.1203296142
910	0.009025552565	0.1734012862	0.9634813756	0.1203170556
911	0.009024159372	0.1733812414	0.963489818	0.1202984851
912	0.009022938719	0.1733620219	0.963497912	0.1202827578
913	0.009020260907	0.1733334127	0.9635099585	0.1202458087
914	0.009019351364	0.1733170183	0.9635168609	0.1202337643
915	0.009018125784	0.1732913044	0.9635276856	0.1202162183
916	0.009016965092	0.1732673734	0.9635377584	0.1201996034
917	0.009015474525	0.1732321814	0.9635525684	0.1201809455
918	0.009014157768	0.1732126619	0.9635607816	0.1201629413
919	0.009013540594	0.1732014561	0.9635654962	0.1201544344
920	0.009012283989	0.1731802415	0.9635744211	0.1201375203
921	0.009010743924	0.1731589663	0.9635833703	0.1201154599
922	0.009010199956	0.1731423044	0.9635903782	0.1201081966
923	0.009008450834	0.173124979	0.9635976645	0.1200830727
924	0.00900703551	0.1731014283	0.9636075676	0.1200626088
925	0.009006667599	0.1730880423	0.9636131959	0.1200576912
926	0.009004443955	0.173062115	0.963624096	0.120027184
927	0.009004047461	0.1730500448	0.9636291699	0.1200221231
928	0.009003643556	0.1730362119	0.9636349843	0.1200173214
929	0.009000959748	0.1730034342	0.9636487601	0.1199804865
930	0.008999619378	0.1729796408	0.9636587582	0.1199629404
931	0.008997956623	0.1729601776	0.9636669358	0.119940333
932	0.008996270154	0.1729401333	0.9636753566	0.1199162098
933	0.008995485476	0.1729292529	0.9636799271	0.1199052238
934	0.008994191921	0.1729061524	0.96368963	0.1198865847
935	0.008993695443	0.1728901125	0.9636963664	0.1198806189
936	0.00899178729	0.1728649757	0.9637069222	0.1198539002
937	0.008991159456	0.1728463431	0.9637147456	0.1198462929
938	0.008989921976	0.1728264425	0.9637231005	0.1198299765
939	0.008989648615	0.1728159793	0.9637274929	0.1198260227
940	0.008988765157	0.1727917753	0.9637376526	0.1198149427
941	0.008986845552	0.1727553878	0.9637529236	0.1197887793
942	0.008985912587	0.1727348332	0.9637615486	0.119776068
943	0.008983854508	0.1727077671	0.9637729042	0.1197476918
944	0.008983357264	0.1726998854	0.9637762106	0.1197408972
945	0.008982727944	0.1726886346	0.9637809302	0.1197318751
946	0.008980860025	0.1726651401	0.9637907848	0.1197061995
947	0.00897863218	0.1726411241	0.9638008568	0.1196750799
948	0.008977364286	0.1726193853	0.9638099726	0.119657405
949	0.008976002546	0.1725992854	0.9638184	0.1196393835
950	0.008974596019	0.1725741884	0.9638289213	0.1196208817
951	0.008974096554	0.1725640894	0.9638331546	0.1196141669
952	0.008972514479	0.1725480265	0.9638398874	0.1195915662
953	0.008971150631	0.172526733	0.9638488116	0.1195730324
954	0.008969826888	0.1725116763	0.9638551213	0.1195538272
955	0.008967239151	0.1724738741	0.9638709603	0.1195181689
956	0.008966826713	0.1724580533	0.9638775881	0.1195129559
957	0.008964953898	0.1724363453	0.9638866813	0.1194872375
958	0.00896361859	0.1724124604	0.963896685	0.1194692546
959	0.008962982073	0.1723990012	0.9639023216	0.1194610775
960	0.008961250125	0.1723686149	0.9639150453	0.119437802
961	0.008960795077	0.1723552807	0.963920628	0.1194316293
962	0.008959357551	0.1723366405	0.9639284316	0.1194107999
963	0.008957934358	0.1723171988	0.9639365697	0.1193904355
964	0.008957088034	0.1722998968	0.9639438115	0.1193790025
965	0.00895641946	0.1722850632	0.9639500195	0.1193694886
966	0.008956002825	0.1722734862	0.9639548642	0.1193644452
967	0.008955500805	0.1722556482	0.9639623284	0.1193576096
968	0.008953691456	0.1722246493	0.9639752978	0.119332036
969	0.008952620519	0.1721996857	0.9639857404	0.1193177335
970	0.008951308446	0.1721820575	0.9639931137	0.1192997005
971	0.008950421955	0.1721684766	0.9639987936	0.1192864492
972	0.008948287361	0.1721400122	0.9640106967	0.1192572365
973	0.008947070257	0.1721212306	0.9640185496	0.1192414991
974	0.008945596276	0.1721005069	0.9640272135	0.1192203173
975	0.008945199359	0.1720900401	0.9640315889	0.119214741
976	0.008943203443	0.1720639171	0.964042508	0.1191880589
977	0.008942102752	0.1720366298	0.964053912	0.1191738274
978	0.008940596229	0.1720195695	0.964061041	0.119152613
979	0.008939833885	0.1720054031	0.9640669601	0.119141449
980	0.008939013313	0.1719930305	0.9640721293	0.1191294094
981	0.008938896834	0.1719858194	0.9640751419	0.1191278785
982	0.008938119588	0.1719644173	0.9640840825	0.1191170992
983	0.008936675976	0.1719468443	0.9640914225	0.119096939
984	0.008935521376	0.1719237983	0.9641010475	0.1190808827
985	0.008935063046	0.1719112321	0.9641062952	0.1190746221
986	0.008934529738	0.1718997623	0.9641110846	0.1190676804
987	0.008933351155	0.1718818549	0.9641185616	0.1190503872
988	0.008932228684	0.1718646604	0.9641257402	0.1190356081
989	0.00893078835	0.1718447815	0.9641340385	0.1190163068
990	0.008930605325	0.1718322782	0.9641392575	0.1190139731
991	0.00892957317	0.171814973	0.9641464802	0.1189992168
992	0.008928842266	0.1717966216	0.9641541387	0.1189900217
993	0.008927888915	0.1717772204	0.9641622345	0.1189775116
994	0.008926736431	0.1717600788	0.9641693867	0.1189619499
995	0.008925645294	0.1717435394	0.9641762868	0.118945936
996	0.008924374627	0.1717265019	0.9641833941	0.1189287695
997	0.008923850331	0.1717141845	0.964188532	0.118921553
998	0.008922918619	0.1716974283	0.9641955207	0.1189087716
999	0.008921934395	0.1716773692	0.9642038862	0.1188949196
1000	0.008921277205	0.1716668971	0.9642082531	0.1188853482
1001	0.008920055535	0.171636525	0.9642209169	0.1188698597
1002	0.008919091566	0.1716239625	0.9642261542	0.118856129
1003	0.008918304946	0.1716024891	0.9642351056	0.1188459766
1004	0.008917488185	0.1715853457	0.9642422512	0.1188350291
1005	0.008916320484	0.1715499212	0.9642570143	0.1188192929
1006	0.008915350462	0.1715340057	0.9642636461	0.1188057264
1007	0.008914666505	0.1715187045	0.9642700213	0.1187974828
1008	0.008913730058	0.1715065286	0.964275094	0.1187849567
1009	0.008913192213	0.1714885669	0.9642825765	0.1187785228
1010	0.008912540032	0.1714781723	0.9642869063	0.1187688115
1011	0.008911602581	0.1714583671	0.9642951554	0.1187560049
1012	0.008911144153	0.171443987	0.9643011442	0.1187505542
1013	0.008910132876	0.1714235546	0.9643096527	0.1187374512
1014	0.008909787379	0.1714105	0.9643150885	0.1187330571
1015	0.008909338845	0.171397806	0.9643203736	0.1187275589
1016	0.008908402918	0.1713803304	0.964327649	0.118715187
1017	0.008907675754	0.1713604374	0.9643359298	0.1187058025
1018	0.008906542057	0.1713405049	0.9643442262	0.1186910058
1019	0.008905392303	0.1713233204	0.964351378	0.1186757926
1020	0.008904923902	0.171305418	0.9643588278	0.1186700186
1021	0.008904130853	0.171287662	0.9643662159	0.1186600618
1022	0.008903000948	0.1712720539	0.9643727097	0.1186430966
1023	0.008901126836	0.171247985	0.9643827224	0.1186169946
1024	0.008900513708	0.1712346203	0.9643882815	0.1186087579
1025	0.008899986677	0.1712179149	0.9643952296	0.1186020155
1026	0.008898873006	0.1712007255	0.9644023784	0.1185870601
1027	0.008897706368	0.1711835645	0.9644095146	0.1185720777
1028	0.008895504601	0.1711574702	0.9644203642	0.1185415943
1029	0.008894192609	0.1711427992	0.9644264634	0.1185233173
1030	0.008893721778	0.1711299683	0.9644317973	0.118516686
1031	0.008892941321	0.1711165352	0.964437381	0.1185058192
1032	0.008892406399	0.171099295	0.9644445466	0.1184993412
1033	0.008891642895	0.1710811838	0.9644520734	0.1184891847
1034	0.008890076736	0.1710622108	0.9644599576	0.118467784
1035	0.008889047451	0.1710469121	0.9644663142	0.1184538658
1036	0.008888812401	0.1710330784	0.9644720617	0.1184506303
1037	0.00888762086	0.1710054138	0.964483554	0.1184336219
1038	0.008886920956	0.1709918989	0.9644891677	0.1184244698
1039	0.008886167118	0.170972471	0.9644972366	0.1184146166
1040	0.008885691103	0.1709556243	0.9645042328	0.1184087479
1041	0.008885295643	0.1709387956	0.9645112208	0.1184038253
1042	0.008884212829	0.1709210522	0.9645185878	0.1183883234
1043	0.008882832677	0.1709005273	0.9645271088	0.1183686193
1044	0.008882547055	0.1708889284	0.9645319237	0.1183651813
1045	0.008881091012	0.1708720041	0.9645389487	0.1183453922
1046	0.008880250264	0.1708527135	0.9645469549	0.1183339018
1047	0.008879249826	0.1708376944	0.9645531878	0.1183196666
1048	0.008878714078	0.1708295438	0.96455657	0.1183120337
1049	0.00887656243	0.1708060747	0.964566308	0.1182822613
1050	0.008874526197	0.1707805686	0.9645768897	0.1182527528
1051	0.008873305343	0.1707639794	0.9645837712	0.1182352887
1052	0.008872430497	0.1707508309	0.9645892249	0.1182225421
1053	0.008872158803	0.170744151	0.9645919955	0.1182185739
1054	0.008871124373	0.1707241234	0.9646003014	0.1182037191
1055	0.008870889561	0.1707129184	0.964604948	0.1182006705
1056	0.008869945869	0.1706969376	0.9646115745	0.1181884286
1057	0.008869234752	0.1706797484	0.9646187014	0.1181795416
1058	0.008868284285	0.1706648588	0.9646248742	0.1181672111
1059	0.008867848381	0.1706529687	0.9646298032	0.1181611507
1060	0.00886759389	0.17064517	0.9646330359	0.1181576601
1061	0.0088666163	0.1706281601	0.9646400863	0.1181445385
1062	0.008866213481	0.1706100357	0.9646475979	0.1181395432
1063	0.008865394242	0.1705961577	0.964653349	0.1181289038
1064	0.008864308196	0.170581137	0.9646595731	0.1181131886
1065	0.008863561381	0.1705650968	0.9646662192	0.1181035534
1066	0.008862558287	0.1705405569	0.9646763856	0.1180905718
1067	0.008861644775	0.1705204943	0.9646846962	0.1180791999
1068	0.008860981012	0.1705047038	0.9646912364	0.1180709949
1069	0.008860117638	0.1704882525	0.9646980497	0.1180589631
1070	0.008859542063	0.1704734022	0.9647041993	0.1180509597
1071	0.008858950656	0.1704594185	0.9647099896	0.1180429252
1072	0.008857463925	0.1704354046	0.9647199321	0.1180221207
1073	0.008856291128	0.1704120315	0.9647296078	0.1180059507
1074	0.00885532784	0.1703959068	0.9647362822	0.1179931015
1075	0.008853433374	0.1703756941	0.9647446478	0.1179669018
1076	0.008852340104	0.1703538746	0.9647536773	0.1179518314
1077	0.008850420315	0.1703302671	0.9647634455	0.1179240107
1078	0.008849788667	0.1703099075	0.9647718686	0.1179156636
1079	0.008848599634	0.170293144	0.9647788032	0.1178992146
1080	0.00884745824	0.170270915	0.9647879978	0.1178834734
1081	0.008846808267	0.1702571116	0.9647937066	0.1178748547
1082	0.00884603147	0.1702458991	0.9647983436	0.11786455
1083	0.008845388486	0.1702269931	0.9648061615	0.1178565489
1084	0.008844571303	0.1702094391	0.9648134196	0.1178455876
1085	0.008843935232	0.1702004877	0.9648171205	0.1178364401
1086	0.008843446534	0.1701850045	0.9648235214	0.1178299298
1087	0.008842338316	0.1701653527	0.9648316448	0.1178152832
1088	0.008840376896	0.1701417673	0.964841393	0.1177875427
1089	0.008839859037	0.1701246341	0.9648484735	0.1177810497
1090	0.008839372612	0.1701091396	0.9648548762	0.1177751648
1091	0.00883862912	0.170089139	0.9648631401	0.1177649192
1092	0.008837889574	0.1700762329	0.9648684722	0.1177541872
1093	0.008837342256	0.1700649647	0.9648731272	0.1177465041
1094	0.008836938077	0.1700575117	0.964876206	0.1177411277
1095	0.008836028498	0.1700440064	0.9648817846	0.11772882
1096	0.008835328598	0.1700295026	0.9648877751	0.1177198403
1097	0.008834922851	0.1700235732	0.964890224	0.1177141229
1098	0.008833784222	0.1700105614	0.9648955976	0.1176981177
1099	0.008832794867	0.1699940265	0.9649024257	0.1176838965
1100	0.008832278088	0.1699791141	0.9649085831	0.1176775939
1101	0.008831399641	0.1699671554	0.9649135206	0.1176651533
1102	0.008830955372	0.1699515731	0.9649199536	0.1176597486
1103	0.008829549518	0.1699263121	0.9649303812	0.1176409062
1104	0.008828822033	0.1699105239	0.9649368977	0.1176313444
1105	0.008828282918	0.1698967202	0.9649425945	0.1176248457
1106	0.008826597631	0.16987455	0.9649517434	0.1176005866
1107	0.008825711683	0.1698575343	0.9649587644	0.1175877248
1108	0.008824132403	0.1698369551	0.9649672547	0.1175650011
1109	0.008823800009	0.1698279983	0.9649709497	0.117560149
1110	0.008822496748	0.1698146616	0.9649764512	0.1175412604
1111	0.008821643064	0.1697879394	0.964987473	0.1175309184
1112	0.00882107229	0.1697724899	0.9649938445	0.1175236379
1113	0.008820073292	0.1697572467	0.9650001304	0.1175102357
1114	0.008818913549	0.1697369858	0.9650084845	0.1174929891
1115	0.008818022	0.1697195398	0.9650156772	0.1174818209
1116	0.00881750851	0.1697031044	0.9650224525	0.1174747461
1117	0.008816983619	0.1696871279	0.965029038	0.1174682468
1118	0.008816222508	0.1696723126	0.9650351443	0.1174578029
1119	0.008815669422	0.169659803	0.9650402999	0.1174505835
1120	0.008814797103	0.1696322594	0.9650516502	0.1174397967
1121	0.00881424933	0.1696185682	0.9650572913	0.1174322098
1122	0.008813824016	0.1696081177	0.965061597	0.1174260781
1123	0.008812631877	0.1695926708	0.9650679607	0.1174095531
1124	0.008811898114	0.1695786111	0.9650737523	0.1174000144
1125	0.008811529978	0.1695669268	0.9650785652	0.1173947284
1126	0.008811074198	0.1695541684	0.96508382	0.117389247
1127	0.008810686005	0.169544329	0.9650878724	0.1173840425
1128	0.008808786208	0.1695212001	0.965097397	0.1173579948
1129	0.008808420435	0.1695151143	0.9650999029	0.1173529999
1130	0.008807905291	0.1694984788	0.9651067525	0.1173462614
1131	0.008807339374	0.1694847759	0.9651123941	0.117339275
1132	0.008806832074	0.1694752748	0.9651163055	0.1173322808
1133	0.008805659195	0.169455104	0.9651246086	0.1173167392
1134	0.008805561104	0.1694493554	0.9651269748	0.1173154527
1135	0.008804270626	0.1694328139	0.965133783	0.1172979541
1136	0.008802556006	0.1694140663	0.9651414984	0.1172738162
1137	0.008801788909	0.1693938535	0.9651498159	0.1172634735
1138	0.008800353814	0.1693749476	0.9651575947	0.1172435868
1139	0.00879952121	0.1693611437	0.9651632737	0.1172317585
1140	0.00879859449	0.1693432665	0.9651706278	0.117219788
1141	0.008797728879	0.1693326859	0.9651749799	0.1172077034
1142	0.008797100428	0.1693145902	0.9651824227	0.11719931
1143	0.008796488778	0.1693005841	0.9651881828	0.117190786
1144	0.008795476269	0.1692825148	0.9651956133	0.1171765497
1145	0.00879487259	0.1692690941	0.9652011316	0.1171684412
1146	0.008793510091	0.1692436739	0.9652115828	0.1171496568
1147	0.008792202891	0.1692311918	0.9652167141	0.1171309129
1148	0.008790674165	0.1692112183	0.9652249241	0.1171082957
1149	0.008790529735	0.1692043828	0.9652277337	0.117106493
1150	0.008789576307	0.1691922175	0.9652327335	0.1170926644
1151	0.008788685115	0.1691771633	0.9652389202	0.1170810888
1152	0.008787788179	0.1691555811	0.9652477887	0.1170690926
1153	0.008786885813	0.1691359148	0.9652558689	0.1170572989
1154	0.008786002056	0.1691220334	0.9652615718	0.1170446348
1155	0.008784728792	0.1691063672	0.9652680073	0.1170272369
1156	0.008784211964	0.1690904757	0.9652745347	0.117020005
1157	0.008783020166	0.1690765457	0.965280256	0.1170038046
1158	0.008782520711	0.1690671719	0.9652841057	0.1169966609
1159	0.008781686844	0.1690571551	0.9652882192	0.1169841504
1160	0.008781070113	0.1690399631	0.9652952788	0.1169761834
1161	0.008780231792	0.1690177313	0.9653044068	0.1169645384
1162	0.008779170732	0.1690044682	0.9653098519	0.1169496168
1163	0.008778439934	0.168988784	0.9653162903	0.1169391934
1164	0.008777590512	0.1689626942	0.9653269989	0.1169286169
1165	0.008777461354	0.1689561618	0.9653296799	0.1169269457
1166	0.008777133609	0.1689452277	0.9653341672	0.116922643
1167	0.008775403857	0.1689260433	0.9653420396	0.1168986484
1168	0.008774599281	0.1689009646	0.9653523295	0.1168887186
1169	0.008774171383	0.1688890713	0.9653572088	0.1168834032
1170	0.008773573138	0.1688751211	0.9653629315	0.1168754934
1171	0.008771582744	0.1688502782	0.9653731216	0.1168474301
1172	0.008770860996	0.1688348101	0.9653794655	0.1168374331
1173	0.008770403485	0.1688204722	0.9653853454	0.1168318738
1174	0.008769612884	0.168804323	0.9653919675	0.1168217527
1175	0.008769144257	0.1687912737	0.965397318	0.1168150995
1176	0.008767970735	0.1687742955	0.9654042788	0.1167989314
1177	0.008766910112	0.1687583704	0.9654108072	0.1167844681
1178	0.008765670308	0.1687348204	0.9654204603	0.1167678484
1179	0.008764878384	0.1687174148	0.9654275939	0.1167577032
1180	0.008764324571	0.168705304	0.9654325571	0.1167505452
1181	0.008763081817	0.1686895633	0.9654390072	0.1167332198
1182	0.008762355265	0.1686729346	0.9654458207	0.1167238335
1183	0.008761399831	0.1686620657	0.9654502737	0.1167103806
1184	0.008760325475	0.1686394022	0.9654595581	0.116696702
1185	0.008759980572	0.1686252853	0.9654653407	0.1166919562
1186	0.008758915924	0.1686134123	0.9654702037	0.1166768398
1187	0.00875835298	0.1686041428	0.9654740001	0.1166694031
1188	0.008757482479	0.168590249	0.9654796901	0.1166566601
1189	0.008756528474	0.1685713834	0.9654874155	0.116643083
1190	0.008755681524	0.1685418328	0.9654995145	0.1166323779
1191	0.008755258146	0.1685297215	0.9655044728	0.1166263566
1192	0.008754962566	0.1685205908	0.9655082105	0.1166220076
1193	0.008753510161	0.1685044178	0.9655148306	0.116602103
1194	0.008752152246	0.1684870373	0.9655219442	0.1165826067
1195	0.008751678932	0.1684780484	0.965525623	0.1165765061
1196	0.008750978083	0.1684650046	0.9655309608	0.116567595
1197	0.008750000191	0.1684470867	0.9655382927	0.1165546737
1198	0.008749686225	0.1684389293	0.9655416304	0.1165499501
1199	0.008748371385	0.1684240682	0.9655477105	0.1165310268
1200	0.008748078014	0.168418143	0.9655501345	0.1165269701
1201	0.008746614698	0.1683976241	0.9655585283	0.1165061491
1202	0.008745665487	0.1683803626	0.9655655888	0.1164935593
1203	0.008745095065	0.1683634604	0.9655725015	0.1164857379
1204	0.008744558571	0.1683533067	0.9655766539	0.1164783077
1205	0.008743741059	0.1683375539	0.9655830956	0.1164661862
1206	0.008742721789	0.1683185696	0.9655908579	0.116452496
1207	0.00874174214	0.1683017885	0.9655977186	0.1164393991
1208	0.008741325019	0.1682884561	0.9656031689	0.1164343281
1209	0.008740980653	0.168273059	0.9656094627	0.1164297112
1210	0.008740118459	0.1682599757	0.9656148103	0.116418131
1211	0.008738682608	0.1682420065	0.9656221542	0.1163977455
1212	0.008738278371	0.1682282491	0.9656277762	0.1163922109
1213	0.008737644669	0.1682168701	0.9656324259	0.11638298
1214	0.008736933536	0.1682014285	0.9656387352	0.1163733386
1215	0.008735797991	0.1681901086	0.9656433601	0.1163573695
1216	0.008734444011	0.1681710329	0.9656511529	0.1163384958
1217	0.008733113247	0.1681560125	0.9656572885	0.1163202587
1218	0.008732376686	0.1681414561	0.965663234	0.1163093685
1219	0.008731489677	0.168116772	0.9656733149	0.1162981645
1220	0.008731077416	0.1681046798	0.9656782528	0.116292622
1221	0.008730527017	0.1680879948	0.9656850655	0.1162853491
1222	0.008730045266	0.1680751499	0.9656903099	0.1162791756
1223	0.008729582866	0.168063491	0.9656950697	0.1162731093
1224	0.00872918854	0.1680488946	0.9657010282	0.1162682287
1225	0.008728725935	0.1680370131	0.9657058781	0.116262274
1226	0.008727379209	0.1680110236	0.9657164855	0.1162445907
1227	0.008727075183	0.1679964212	0.9657224446	0.1162406536
1228	0.008725826125	0.1679786878	0.9657296808	0.116222756
1229	0.008724217681	0.1679568141	0.9657386054	0.1162011328
1230	0.008723838116	0.1679483154	0.9657420725	0.1161959807
1231	0.008722203701	0.1679303011	0.9657494212	0.116172639
1232	0.008721612207	0.1679179008	0.9657544793	0.116164438
1233	0.008720893294	0.1679055043	0.9657595355	0.1161548458
1234	0.00872030913	0.1678862817	0.965767375	0.1161476141
1235	0.008719051775	0.1678687648	0.9657745182	0.1161302801
1236	0.008718518322	0.1678610482	0.9657776647	0.1161229308
1237	0.008717631949	0.1678445806	0.9657843789	0.1161103339
1238	0.008716264582	0.1678279885	0.9657911433	0.1160913347
1239	0.008715360689	0.1678166211	0.9657957772	0.1160790751
1240	0.008714692673	0.1678020176	0.9658017299	0.1160700149
1241	0.008713247727	0.1677837565	0.9658091728	0.1160496167
1242	0.008712359056	0.1677684358	0.9658154166	0.1160370703
1243	0.008711778033	0.1677557671	0.9658205792	0.1160286401
1244	0.008710831371	0.1677381882	0.965827742	0.1160164795
1245	0.008710067114	0.1677201783	0.9658350797	0.1160067505
1246	0.008709352632	0.167700552	0.9658430751	0.1159979604
1247	0.00870877123	0.1676870292	0.9658485834	0.1159897653
1248	0.008707861128	0.1676728963	0.9658543399	0.1159768667
1249	0.008706406718	0.1676557467	0.9658613244	0.115956815
1250	0.008704709154	0.1676347471	0.9658698758	0.1159329993
1251	0.008703944443	0.1676256636	0.9658735745	0.1159221705
1252	0.00870321311	0.167612648	0.9658788739	0.1159119922
1253	0.008702282309	0.1675976669	0.9658849731	0.1158997647
1254	0.008701022754	0.1675827454	0.9658910474	0.1158823955
1255	0.008700332145	0.1675666156	0.9658976131	0.1158727831
1256	0.008699702928	0.1675507019	0.9659040902	0.1158649488
1257	0.00869844932	0.1675361764	0.9659100017	0.1158475029
1258	0.008696820886	0.1675151752	0.9659185477	0.1158243664
1259	0.008695771286	0.1674982379	0.9659254392	0.1158107365
1260	0.008695093742	0.167487227	0.965929919	0.1158012728
1261	0.008694429321	0.1674751376	0.9659348373	0.1157925035
1262	0.008693499944	0.1674649862	0.9659389668	0.1157792969
1263	0.008692938557	0.1674508166	0.9659447305	0.1157722485
1264	0.008692182334	0.1674361635	0.9659506904	0.1157617316
